drug_name,pri_score,degree_component,weighted_component,betweenness_component,severity_component
talniflumate,0.294634,0.018201,0.038872,0.00022,0.237341
robenacoxib,0.294634,0.018201,0.038872,0.00022,0.237341
tinoridine,0.294634,0.018201,0.038872,0.00022,0.237341
fentiazac,0.294634,0.018201,0.038872,0.00022,0.237341
bumadizone,0.294634,0.018201,0.038872,0.00022,0.237341
alminoprofen,0.294634,0.018201,0.038872,0.00022,0.237341
lonazolac,0.294634,0.018201,0.038872,0.00022,0.237341
tenidap,0.294634,0.018201,0.038872,0.00022,0.237341
ethenzamide,0.294634,0.018201,0.038872,0.00022,0.237341
benorilate,0.294634,0.018201,0.038872,0.00022,0.237341
pirprofen,0.294634,0.018201,0.038872,0.00022,0.237341
sc-236,0.294634,0.018201,0.038872,0.00022,0.237341
ns-398,0.294634,0.018201,0.038872,0.00022,0.237341
niflumic acid,0.294542,0.018317,0.039055,0.000224,0.236946
lornoxicam,0.294254,0.018722,0.039694,0.000233,0.235604
salicylamide,0.294175,0.018085,0.038612,0.000219,0.23726
sulindac,0.294175,0.018085,0.038612,0.000219,0.23726
piroxicam,0.294153,0.019418,0.040828,0.00025,0.233657
milrinone,0.294123,0.042662,0.069647,0.000395,0.18142
arsenic trioxide,0.294026,0.01907,0.040242,0.000216,0.234498
kebuzone,0.293658,0.017969,0.038351,0.00016,0.237177
furazolidone,0.293497,0.016346,0.035521,0.00014,0.241489
lumiracoxib,0.293204,0.018665,0.039446,0.000233,0.23486
salicylic acid,0.293157,0.019302,0.040489,0.000257,0.233108
tenoxicam,0.293135,0.01878,0.039629,0.000235,0.234491
rituximab,0.293114,0.013564,0.030396,0.000115,0.249038
safinamide,0.292943,0.016752,0.03616,0.000152,0.239879
invert sugar,0.292816,0.04243,0.069086,0.000357,0.180943
taxifolin,0.292633,0.016346,0.035404,0.000192,0.240691
ebselen,0.292633,0.016346,0.035404,0.000192,0.240691
quetiapine,0.292426,0.018317,0.038781,4.3e-05,0.235285
mefenamic acid,0.292361,0.01936,0.040463,0.000277,0.23226
zomepirac,0.29233,0.018317,0.038742,0.000223,0.235047
ketorolac,0.292325,0.01878,0.039511,0.000237,0.233796
nabumetone,0.292171,0.019128,0.040059,0.000256,0.232727
clofarabine,0.292088,0.017215,0.036851,0.000143,0.237879
niacin,0.291829,0.032808,0.058863,0.000777,0.199382
propacetamol,0.291683,0.020172,0.041663,0.000322,0.229526
valdecoxib,0.29154,0.018722,0.039303,0.000233,0.233282
remifentanil,0.29134,0.014491,0.031935,1.4e-05,0.2449
parecoxib,0.291033,0.018549,0.038951,0.000175,0.233359
phenylbutazone,0.290892,0.018954,0.03959,0.000238,0.23211
indenolol,0.290838,0.016926,0.036199,4.2e-05,0.237671
duloxetine,0.290565,0.017621,0.037334,0.000166,0.235444
ubidecarenone,0.290451,0.013564,0.030083,0.000329,0.246474
dexibuprofen,0.290233,0.017621,0.037295,0.00012,0.235197
antipyrine,0.289903,0.019766,0.04075,0.000282,0.229106
tolfenamic acid,0.289535,0.018375,0.038442,0.000226,0.232492
phenelzine,0.289304,0.018201,0.038129,0.000172,0.232803
mebanazine,0.288921,0.016346,0.034934,0.00014,0.2375
diclofenac,0.288903,0.019418,0.040046,0.00026,0.229179
thalidomide,0.288717,0.017099,0.036199,0.000164,0.235254
nesiritide,0.288567,0.017795,0.037373,1.1e-05,0.233388
aminophenazone,0.288379,0.019476,0.040059,0.000272,0.228571
etoricoxib,0.288356,0.01965,0.040333,0.000276,0.228097
rofecoxib,0.288128,0.01936,0.039837,0.000263,0.228668
selegiline,0.287872,0.018317,0.038116,0.000189,0.23125
gitoformate,0.287703,0.026084,0.049487,0.001298,0.210833
trolamine salicylate,0.287476,0.017157,0.036134,0.000147,0.234037
methazolamide,0.28744,0.012462,0.027723,4.5e-05,0.247209
diclofenamide,0.287238,0.012404,0.027593,4.5e-05,0.247196
lanatoside c,0.287085,0.026084,0.04937,0.001298,0.210333
fentanyl,0.286801,0.01623,0.034478,2.2e-05,0.236071
niguldipine,0.286429,0.017679,0.036877,6.9e-05,0.231803
oxymetazoline,0.286406,0.012288,0.027293,9e-06,0.246816
ouabain,0.286203,0.032924,0.057168,0.003154,0.192958
efonidipine,0.285819,0.018317,0.037842,7.2e-05,0.229589
lovastatin,0.285665,0.033503,0.057533,0.003798,0.19083
polmacoxib,0.285478,0.014433,0.03114,0.000146,0.239759
flurbiprofen axetil,0.285478,0.014433,0.03114,0.000146,0.239759
dexpropranolol,0.285216,0.015303,0.032665,3.2e-05,0.237216
serdexmethylphenidate,0.285036,0.010781,0.024255,0.0,0.25
aripiprazole lauroxil,0.284884,0.016636,0.034921,5.2e-05,0.233275
menthyl salicylate,0.284739,0.014259,0.030749,9.7e-05,0.239634
glycol salicylate,0.284739,0.014259,0.030749,9.7e-05,0.239634
papaverine,0.284367,0.011709,0.025989,1.1e-05,0.246658
aripiprazole,0.283884,0.016752,0.034987,5.2e-05,0.232093
patent blue,0.283879,0.014259,0.030396,0.002333,0.23689
aldesleukin,0.28385,0.017331,0.035938,0.000145,0.230435
tetrahydropalmatine,0.283845,0.017215,0.035756,6.6e-05,0.230808
iproniazid,0.283033,0.017273,0.03573,0.000164,0.229866
pravastatin,0.282931,0.034895,0.058785,0.002043,0.187209
licofelone,0.282861,0.015476,0.032665,0.000168,0.234551
lamotrigine,0.282615,0.016114,0.033748,2e-05,0.232734
fluspirilene,0.282422,0.012868,0.027971,2.9e-05,0.241554
ardeparin,0.282336,0.011245,0.024907,5.1e-05,0.246134
dehydrocholic acid,0.282136,0.009854,0.022168,0.000114,0.25
tranylcypromine,0.282074,0.017447,0.035886,0.000169,0.228571
tranilast,0.281964,0.015534,0.032639,0.000301,0.233489
dexniguldipine,0.281918,0.017563,0.036069,6.8e-05,0.228218
phenoxypropazine,0.281904,0.016346,0.034035,0.00014,0.231383
sodium ferric gluconate complex,0.281834,0.009796,0.022038,0.0,0.25
fosinoprilat,0.281754,0.01652,0.034308,0.000136,0.230789
zonisamide,0.281425,0.017505,0.035899,0.000123,0.227897
magnesium sulfate,0.281275,0.013853,0.02964,2e-05,0.237762
abaloparatide,0.281256,0.009912,0.02222,1e-06,0.249123
carbetocin,0.28116,0.009738,0.021868,0.0,0.249554
baclofen,0.281072,0.013969,0.029823,3.9e-05,0.237241
ethosuximide,0.280977,0.012694,0.027502,2.7e-05,0.240753
win 55212-2,0.280919,0.01368,0.029288,2.8e-05,0.237924
trimebutine,0.28067,0.01623,0.033696,3e-05,0.230714
moclobemide,0.280607,0.017505,0.035782,0.000168,0.227152
eribulin,0.280595,0.00939,0.021125,8e-05,0.25
otilonium,0.280435,0.013564,0.029027,2.4e-05,0.237821
trazodone,0.280143,0.01878,0.037751,0.000232,0.22338
penfluridol,0.280137,0.012288,0.026667,2.6e-05,0.241156
dotarizine,0.280133,0.012288,0.026667,2.2e-05,0.241156
oxaliplatin,0.279792,0.010376,0.02299,0.000197,0.246229
vinpocetine,0.279607,0.012057,0.026184,2e-05,0.241346
ziconotide,0.279433,0.010202,0.022638,3e-06,0.246591
tacrolimus,0.279376,0.017157,0.035039,0.000237,0.226943
levobupivacaine,0.27925,0.014201,0.030031,1.7e-05,0.235
etofibrate,0.279248,0.0091,0.020434,0.000191,0.249522
ciprofibrate,0.279248,0.0091,0.020434,0.000191,0.249522
simfibrate,0.279248,0.0091,0.020434,0.000191,0.249522
ronifibrate,0.279248,0.0091,0.020434,0.000191,0.249522
aluminium clofibrate,0.279248,0.0091,0.020434,0.000191,0.249522
clofibride,0.279248,0.0091,0.020434,0.000191,0.249522
eperisone,0.279207,0.012057,0.026145,2e-05,0.240986
levodopa,0.279109,0.010492,0.023172,3e-06,0.245442
tocopherylquinone,0.279006,0.016172,0.03337,0.000163,0.229301
drospirenone,0.278898,0.01368,0.029053,0.000148,0.236017
methsuximide,0.278821,0.012636,0.027176,1.9e-05,0.238991
tizanidine,0.278805,0.014723,0.030892,2e-05,0.233169
clofibrate,0.278694,0.028576,0.050987,0.000855,0.198276
tetrandrine,0.278464,0.011767,0.025532,3.2e-05,0.241133
tiracizine,0.278099,0.008811,0.019782,0.0,0.249507
ethacizine,0.278099,0.008811,0.019782,0.0,0.249507
fosfructose,0.278099,0.008811,0.019782,0.0,0.249507
carboxyamidotriazole,0.278082,0.011361,0.024737,1.9e-05,0.241964
dexverapamil,0.278077,0.011361,0.024737,1.5e-05,0.241964
paclitaxel,0.277741,0.017737,0.035756,0.000229,0.22402
amphotericin b,0.277674,0.015766,0.032535,5.3e-05,0.22932
estetrol,0.277639,0.011825,0.025546,0.000195,0.240074
hydroquinidine,0.277628,0.008984,0.020095,0.0,0.248548
arotinolol,0.277357,0.017331,0.035078,3.2e-05,0.224916
fish oil,0.277199,0.009158,0.020408,6e-06,0.247627
spiradoline,0.276985,0.008637,0.019351,4e-06,0.248993
tamsulosin,0.276925,0.01594,0.032731,7.3e-05,0.228182
risperidone,0.276881,0.016404,0.0335,3.4e-05,0.226943
mannitol,0.276857,0.015245,0.031557,1.7e-05,0.230038
aranidipine,0.276812,0.011361,0.02462,1.5e-05,0.240816
bezafibrate,0.276759,0.024809,0.045875,0.000585,0.205491
cytarabine,0.276449,0.008115,0.018256,7.8e-05,0.25
pinaverium,0.27639,0.011361,0.024581,1.5e-05,0.240434
vorinostat,0.275574,0.00939,0.020734,8e-05,0.24537
terodiline,0.275547,0.011361,0.024502,1.5e-05,0.239668
racepinephrine,0.275533,0.013911,0.029105,1.6e-05,0.2325
caroverine,0.275391,0.011013,0.023837,1.5e-05,0.240526
sparteine,0.275063,0.026953,0.048392,0.000201,0.199516
forasartan,0.275041,0.007883,0.017695,1.4e-05,0.249449
seletracetam,0.274958,0.011013,0.023798,1.5e-05,0.240132
azelnidipine,0.274958,0.011013,0.023798,1.5e-05,0.240132
darodipine,0.274958,0.011013,0.023798,1.5e-05,0.240132
niludipine,0.274958,0.011013,0.023798,1.5e-05,0.240132
olanzapine,0.274903,0.016114,0.03277,3e-05,0.225989
aprindine,0.274877,0.026722,0.048066,0.000199,0.199892
tocainide,0.274718,0.026142,0.047114,0.001185,0.200277
emopamil,0.274717,0.010955,0.023668,1.5e-05,0.240079
insulin argine,0.274647,0.007767,0.017435,5e-06,0.24944
naftopidil,0.274511,0.019824,0.038494,0.000403,0.215789
terazosin,0.274511,0.013042,0.027462,6e-06,0.234
lomerizine,0.274281,0.010955,0.023629,1.5e-05,0.239683
silodosin,0.274224,0.012288,0.02608,6e-06,0.235849
dantrolene,0.27412,0.008289,0.018452,2e-06,0.247378
apomorphine,0.273992,0.014549,0.030031,2.9e-05,0.229382
sufentanil,0.273707,0.014491,0.029901,1.5e-05,0.2293
trimethadione,0.27366,0.014259,0.029497,2.6e-05,0.229878
flunarizine,0.273547,0.014085,0.029184,3.1e-05,0.230247
enalaprilat,0.273274,0.016404,0.033031,7.6e-05,0.223763
agmatine,0.27319,0.01223,0.025872,1.7e-05,0.235071
pipamperone,0.273031,0.011071,0.023733,7e-06,0.23822
succinylcholine,0.272988,0.00939,0.020538,4e-06,0.243056
hexamethonium,0.272961,0.013506,0.028114,1e-05,0.23133
anagrelide,0.272788,0.011361,0.024228,0.000209,0.23699
carbidopa,0.272,0.012057,0.025441,7e-06,0.234495
citalopram,0.271852,0.013216,0.027462,0.000253,0.230921
tedizolid phosphate,0.271505,0.006608,0.014866,3.2e-05,0.25
levomenthol,0.271455,0.009738,0.021086,6e-06,0.240625
penicillin g acyl-serine,0.271285,0.00655,0.014735,0.0,0.25
minoxidil,0.27126,0.040169,0.061301,0.000201,0.169589
nabilone,0.271159,0.013506,0.027919,1.3e-05,0.229721
cocaine,0.270952,0.008753,0.019143,1e-05,0.243046
tripamide,0.270779,0.006608,0.014827,2e-06,0.249342
certoparin,0.270777,0.006608,0.014827,0.0,0.249342
mercaptopurine,0.270629,0.009854,0.021229,0.000134,0.239412
mannitol busulfan,0.270582,0.00655,0.014696,0.0,0.249336
lomitapide,0.270435,0.035938,0.057024,0.001142,0.176331
calcium,0.270359,0.008463,0.01853,4.5e-05,0.243322
calcium cation,0.270359,0.008463,0.01853,4.5e-05,0.243322
candesartan cilexetil,0.270047,0.015245,0.030735,1.7e-05,0.224049
ibandronate,0.269971,0.006144,0.013822,4e-06,0.25
anisodamine,0.269916,0.016288,0.032418,3.6e-05,0.221174
deoxycholic acid,0.269844,0.006086,0.013692,6.5e-05,0.25
gemtuzumab ozogamicin,0.269614,0.006028,0.013562,2.4e-05,0.25
alemtuzumab,0.269614,0.006028,0.013562,2.4e-05,0.25
blinatumomab,0.269614,0.006028,0.013562,2.4e-05,0.25
vilanterol,0.269601,0.016288,0.032379,2.8e-05,0.220907
venlafaxine,0.269561,0.015419,0.030931,0.000279,0.222932
insulin peglispro,0.269485,0.01055,0.022051,0.004605,0.23228
hydroxyurea,0.269433,0.006202,0.013914,1.8e-05,0.249299
dapagliflozin,0.2694,0.012346,0.025702,1.3e-05,0.231338
dorzolamide,0.269335,0.008753,0.019025,0.0,0.241556
chlorambucil,0.26923,0.005912,0.013301,1.7e-05,0.25
raltitrexed,0.269036,0.005854,0.01317,1.2e-05,0.25
streptozocin,0.269036,0.005854,0.01317,1.2e-05,0.25
melphalan,0.269036,0.005854,0.01317,1.2e-05,0.25
lomustine,0.269036,0.005854,0.01317,1.2e-05,0.25
decitabine,0.269036,0.005854,0.01317,1.2e-05,0.25
nelarabine,0.269036,0.005854,0.01317,1.2e-05,0.25
kallidinogenase,0.268976,0.005333,0.011997,0.001646,0.25
ropivacaine,0.268951,0.014143,0.028766,1.6e-05,0.226025
tolcapone,0.268915,0.013564,0.027775,1.2e-05,0.227564
cinnarizine,0.268857,0.013622,0.027867,2.8e-05,0.22734
cladribine,0.26875,0.008463,0.018413,9.4e-05,0.241781
morphine,0.268489,0.013622,0.027828,1.9e-05,0.227021
saprisartan,0.268428,0.014375,0.029092,6.1e-05,0.224899
penicillamine,0.268368,0.007825,0.017135,7.4e-05,0.243333
acipimox,0.268304,0.005623,0.012649,3.2e-05,0.25
cariporide,0.268243,0.005854,0.013131,0.0,0.249257
thiopental,0.268139,0.013332,0.027293,1.4e-05,0.2275
hyoscyamine,0.268107,0.008463,0.018373,4e-06,0.241267
ibritumomab tiuxetan,0.268098,0.005565,0.012518,1.5e-05,0.25
insulin human,0.268056,0.009738,0.020812,6e-06,0.2375
insulin lispro,0.268056,0.009738,0.020812,6e-06,0.2375
insulin glargine,0.268056,0.009738,0.020812,6e-06,0.2375
insulin aspart,0.268056,0.009738,0.020812,6e-06,0.2375
insulin detemir,0.268056,0.009738,0.020812,6e-06,0.2375
insulin glulisine,0.268056,0.009738,0.020812,6e-06,0.2375
insulin degludec,0.268056,0.009738,0.020812,6e-06,0.2375
insulin icodec,0.268056,0.009738,0.020812,6e-06,0.2375
sor-c13,0.268047,0.005796,0.013001,0.0,0.24925
sibutramine,0.267967,0.013853,0.028154,0.000123,0.225837
ethanol,0.267728,0.011825,0.024607,4.6e-05,0.23125
altretamine,0.267676,0.005912,0.013223,1.2e-05,0.248529
amifostine,0.267564,0.009738,0.020773,0.0,0.237054
phenylalanine,0.267523,0.005391,0.012127,5e-06,0.25
human interferon omega-1,0.267523,0.005391,0.012127,5e-06,0.25
nizofenone,0.267462,0.005854,0.013092,0.0,0.248515
ropinirole,0.267345,0.010781,0.02269,3e-06,0.233871
diethylnorspermine,0.267217,0.012694,0.026093,5e-06,0.228425
tropisetron,0.267206,0.012057,0.024972,9e-06,0.230168
tioguanine,0.267112,0.00597,0.013314,1.2e-05,0.247816
simendan,0.2671,0.00597,0.013314,0.0,0.247816
semuloparin,0.266932,0.007188,0.015778,1.4e-05,0.243952
sulfamethoxazole,0.266892,0.016636,0.032574,8.6e-05,0.217596
peginterferon beta-1a,0.26689,0.005681,0.012584,0.002453,0.246173
desvenlafaxine,0.266696,0.017563,0.033956,0.000325,0.214851
hydroquinine,0.266672,0.005391,0.012088,0.0,0.249194
amediplase,0.266637,0.006956,0.015296,1.1e-05,0.244375
glycocholic acid,0.266629,0.005101,0.011475,5.3e-05,0.25
tauroursodeoxycholic acid,0.266629,0.005101,0.011475,5.3e-05,0.25
bamet-ud2,0.266629,0.005101,0.011475,5.3e-05,0.25
hyodeoxycholic acid,0.266629,0.005101,0.011475,5.3e-05,0.25
pentolinium,0.26661,0.0131,0.026732,8e-06,0.22677
quinine,0.266438,0.01965,0.037047,0.000228,0.209513
flupentixol,0.266382,0.014317,0.028766,1.9e-05,0.223279
unoprostone,0.266381,0.008927,0.019143,0.0,0.238312
ramiprilat,0.266214,0.014607,0.029223,6.3e-05,0.222321
bioallethrin,0.266032,0.005449,0.012179,0.0,0.248404
levomilnacipran,0.266031,0.012868,0.02625,0.000224,0.226689
cryptenamine,0.26597,0.012288,0.025259,3e-06,0.22842
chlorprothixene,0.265919,0.007825,0.016978,4e-06,0.241111
inotersen,0.265916,0.010723,0.022442,0.000183,0.232568
sulpiride,0.265865,0.008695,0.01866,1e-05,0.2385
lactulose,0.265823,0.004869,0.010954,0.0,0.25
milnacipran,0.265804,0.016926,0.032874,0.000165,0.215839
magnesium cation,0.265635,0.004811,0.010823,0.0,0.25
magnesium citrate,0.265635,0.004811,0.010823,0.0,0.25
magnesium glycinate,0.265635,0.004811,0.010823,0.0,0.25
candoxatril,0.265577,0.012288,0.02522,3e-06,0.228066
melperone,0.265494,0.012578,0.025715,1.2e-05,0.227189
polyethylene glycol,0.265454,0.004985,0.011097,0.001989,0.247384
dantron,0.265446,0.004753,0.010693,0.0,0.25
oxyphenisatin,0.265446,0.004753,0.010693,0.0,0.25
phenolphthalein,0.265446,0.004753,0.010693,0.0,0.25
emodin,0.265446,0.004753,0.010693,0.0,0.25
linaclotide,0.265446,0.004753,0.010693,0.0,0.25
bisacodyl,0.265446,0.004753,0.010693,0.0,0.25
polycarbophil,0.265446,0.004753,0.010693,0.0,0.25
sodium fluorophosphate,0.265446,0.004753,0.010693,0.0,0.25
mineral oil,0.265446,0.004753,0.010693,0.0,0.25
carboxymethylcellulose,0.265446,0.004753,0.010693,0.0,0.25
docusate,0.265446,0.004753,0.010693,0.0,0.25
plantago seed,0.265446,0.004753,0.010693,0.0,0.25
castor oil,0.265446,0.004753,0.010693,0.0,0.25
methylcellulose,0.265446,0.004753,0.010693,0.0,0.25
sennosides,0.265446,0.004753,0.010693,0.0,0.25
lactitol,0.265446,0.004753,0.010693,0.0,0.25
plecanatide,0.265446,0.004753,0.010693,0.0,0.25
pentaerithrityl,0.265446,0.004753,0.010693,0.0,0.25
sodium tartrate,0.265446,0.004753,0.010693,0.0,0.25
deacetylbisacodyl,0.265446,0.004753,0.010693,0.0,0.25
"sodium phosphate, monobasic, unspecified form",0.265446,0.004753,0.010693,0.0,0.25
"sodium phosphate, dibasic, unspecified form",0.265446,0.004753,0.010693,0.0,0.25
plantago ovata seed,0.265446,0.004753,0.010693,0.0,0.25
oxyphenisatin acetate,0.265446,0.004753,0.010693,0.0,0.25
konjac mannan,0.265446,0.004753,0.010693,0.0,0.25
alloin,0.265446,0.004753,0.010693,0.0,0.25
frangula purshiana bark,0.265446,0.004753,0.010693,0.0,0.25
senna leaf,0.265446,0.004753,0.010693,0.0,0.25
dipotassium phosphate,0.265377,0.009158,0.019508,2e-06,0.236709
canagliflozin,0.265333,0.015998,0.031374,2.5e-05,0.217935
pemetrexed,0.265326,0.011825,0.024372,8.6e-05,0.229044
dapoxetine,0.265307,0.01281,0.02608,0.000172,0.226244
sodium cation,0.265258,0.004695,0.010562,0.0,0.25
sulfate ion,0.265258,0.004695,0.010562,0.0,0.25
magnesium acetate,0.265258,0.004695,0.010562,0.0,0.25
mesalazine,0.265147,0.018665,0.035417,0.000196,0.21087
magnesium acetate tetrahydrate,0.26507,0.004637,0.010432,0.0,0.25
sultopride,0.265026,0.005623,0.012492,3e-06,0.246907
calcium polycarbophil,0.264986,0.007188,0.015661,1e-06,0.242137
deoxyepinephrine,0.264983,0.012926,0.026263,1e-05,0.225785
azosemide,0.26482,0.00684,0.014957,1.4e-05,0.243008
paliperidone,0.264777,0.018317,0.034869,4.1e-05,0.211551
sevelamer,0.264695,0.004811,0.010784,3e-06,0.249096
insulin pork,0.264604,0.010492,0.02192,1e-05,0.232182
nn344,0.264604,0.010492,0.02192,1e-05,0.232182
insulin beef,0.264604,0.010492,0.02192,1e-05,0.232182
insulin tregopil,0.264604,0.010492,0.02192,1e-05,0.232182
nefazodone,0.264539,0.020577,0.038077,0.000251,0.205634
gluconic acid,0.264504,0.004463,0.010041,0.0,0.25
moexiprilat,0.264496,0.004753,0.010654,4e-06,0.249085
toremifene,0.264421,0.009158,0.01943,7.3e-05,0.235759
pemafibrate,0.264357,0.004695,0.010523,6.4e-05,0.249074
inotuzumab ozogamicin,0.264352,0.004405,0.00991,3.6e-05,0.25
oxytocin,0.264327,0.004405,0.00991,1.1e-05,0.25
amisulpride,0.264213,0.005623,0.012453,3e-06,0.246134
pramipexole,0.264183,0.013622,0.027358,1.2e-05,0.223191
nitrofurantoin,0.264099,0.013042,0.026367,2.3e-05,0.224667
angiotensin 1-7,0.264005,0.012288,0.025063,3e-06,0.226651
sodium ascorbate,0.26396,0.004869,0.010875,1e-06,0.248214
omega-3-acid ethyl esters,0.263751,0.004231,0.009519,0.0,0.25
"sodium phosphate, dibasic",0.26375,0.004811,0.010745,1e-06,0.248193
metoclopramide,0.263726,0.014259,0.028284,0.000756,0.220427
amyl nitrite,0.263666,0.010665,0.022155,3e-06,0.230842
xylometazoline,0.263646,0.014317,0.028453,2.5e-05,0.22085
empagliflozin,0.263636,0.01281,0.025924,1.5e-05,0.224887
4-hydroxycoumarin,0.26363,0.007825,0.016822,9.4e-05,0.238889
peruvoside,0.263576,0.021157,0.038638,0.000836,0.202945
omacetaxine mepesuccinate,0.263568,0.004173,0.009389,5e-06,0.25
ammonium chloride,0.263558,0.011245,0.023185,4e-06,0.229124
trandolaprilat,0.263543,0.004753,0.010615,4e-06,0.248171
glycerin,0.263539,0.004753,0.010615,0.0,0.248171
benazeprilat,0.263521,0.014607,0.02891,6.3e-05,0.21994
potassium lactate,0.263471,0.008869,0.018817,1e-06,0.235784
degarelix,0.263374,0.004115,0.009258,0.0,0.25
buserelin,0.263374,0.004115,0.009258,0.0,0.25
besifloxacin,0.263374,0.004115,0.009258,0.0,0.25
triptorelin,0.263374,0.004115,0.009258,0.0,0.25
fimepinostat,0.263374,0.004115,0.009258,0.0,0.25
escitalopram,0.263348,0.012288,0.024985,0.000131,0.225943
methylene blue,0.263194,0.020056,0.037138,0.00022,0.20578
quinaprilat,0.263184,0.014607,0.028871,6.3e-05,0.219643
mitomycin,0.263156,0.006608,0.014396,4.6e-05,0.242105
nitric oxide,0.263145,0.013216,0.026563,1.1e-05,0.223355
amsacrine,0.262881,0.00655,0.014266,3e-05,0.242035
epirubicin,0.262881,0.00655,0.014266,3e-05,0.242035
fludarabine,0.262881,0.00655,0.014266,3e-05,0.242035
ponesimod,0.262865,0.007419,0.015987,5e-06,0.239453
lenalidomide,0.262836,0.010665,0.022077,6.7e-05,0.230027
magnesium peroxide,0.262774,0.005854,0.012858,3e-06,0.244059
magnesium oxide,0.262774,0.005854,0.012858,3e-06,0.244059
