drug_id,disease_id,relationship_type,source,match_type,match_value
DB00316,MESH:D007249,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D007249,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D019586,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D007565,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D007674,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D007676,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D007680,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D007681,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D007683,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D007859,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D007906,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D053609,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D007970,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D008103,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D008106,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D008107,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D017093,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D017114,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D008113,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D008114,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D008114,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D008133,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D008171,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D047508,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D008545,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D008546,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D001523,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D008708,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D008881,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D018777,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D009102,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D015878,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D009203,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D009207,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D009325,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D009336,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D009393,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D009395,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D009397,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D009436,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D019954,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D019636,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D065886,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D009459,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D065626,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D009846,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D010003,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D010146,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D010146,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D010195,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D010198,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D010922,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D011183,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D020250,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D010149,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D010149,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D011230,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D011230,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D011248,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D011507,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D011537,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D011595,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D011654,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D011693,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D055665,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D016553,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D051437,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D051437,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D012130,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D012131,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D012141,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D012185,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D012206,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D012640,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D012852,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D055009,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D013226,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D013262,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D013272,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D020521,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D013375,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D017180,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D013927,therapeutic,CTD,cas_number,103-90-2
DB00316,MESH:D016171,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D014516,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D014517,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D001749,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D014570,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D014581,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D014652,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D057772,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D018366,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D014839,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D015431,marker/mechanism,CTD,cas_number,103-90-2
DB00316,MESH:D015431,therapeutic,CTD,cas_number,103-90-2
DB00819,MESH:D015746,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D000014,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D000138,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D058186,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D000471,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D000532,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D000532,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D000741,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D000855,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D001002,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D001049,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D001259,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D001259,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D001284,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D001926,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D001929,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D001929,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D002524,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D002524,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D002543,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D056486,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D003072,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D003128,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D003221,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D000086382,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D006259,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D003693,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D003967,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D004240,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D003875,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D004408,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D004421,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D004620,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D004827,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:C535506,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D007172,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D005131,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D005221,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D001068,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D005862,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D005901,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D015812,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D006261,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D006261,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D051270,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D006345,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D006417,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D006849,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D006930,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D022124,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D053565,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D006940,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D006965,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D006984,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D006985,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D016857,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D007008,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D020514,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D020514,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D000860,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:C531795,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D007235,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D007249,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D019586,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D019586,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D007669,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D053609,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D008569,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D008881,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D018908,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D017202,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D020190,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D009222,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D009224,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D020967,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D009325,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D009397,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D053040,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D009461,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D009798,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D010198,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D010211,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D010243,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D010292,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D010149,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D011559,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D011559,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D011595,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D029424,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:C535833,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D011782,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D056844,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D012131,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D015356,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D012393,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D020225,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D012640,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D012640,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D020182,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D012893,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D013262,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D020521,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D013651,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D014202,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D014514,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D014517,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D001744,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D014545,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D014549,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D052878,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D014570,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D014581,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D014715,marker/mechanism,CTD,cas_number,59-66-5
DB00819,MESH:D015354,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D014839,therapeutic,CTD,cas_number,59-66-5
DB00819,MESH:D015431,marker/mechanism,CTD,cas_number,59-66-5
DB03166,MESH:D015746,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D059787,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D003092,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D003093,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D003967,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D004195,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D004487,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D005131,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D006470,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D006869,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D006930,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D006940,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D007249,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D007681,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D009069,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D009336,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D059226,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D010146,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D010437,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D011350,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D011704,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D013276,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D014456,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D053201,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D059265,marker/mechanism,CTD,cas_number,64-19-7
DB03166,MESH:D015431,marker/mechanism,CTD,cas_number,64-19-7
DB00414,MESH:D056486,marker/mechanism,CTD,cas_number,968-81-0
DB00414,MESH:D002779,marker/mechanism,CTD,cas_number,968-81-0
DB00414,MESH:D003128,marker/mechanism,CTD,cas_number,968-81-0
DB00414,MESH:D004802,marker/mechanism,CTD,cas_number,968-81-0
DB00414,MESH:D005334,marker/mechanism,CTD,cas_number,968-81-0
DB00414,MESH:D007003,marker/mechanism,CTD,cas_number,968-81-0
DB00414,MESH:D007565,marker/mechanism,CTD,cas_number,968-81-0
DB00414,MESH:D009401,therapeutic,CTD,cas_number,968-81-0
DB00414,MESH:D053608,marker/mechanism,CTD,cas_number,968-81-0
DB01063,MESH:D001008,therapeutic,CTD,cas_number,2751-68-0
DB01063,MESH:D003866,therapeutic,CTD,cas_number,2751-68-0
DB01063,MESH:D006331,therapeutic,CTD,cas_number,2751-68-0
DB01063,MESH:D006948,therapeutic,CTD,cas_number,2751-68-0
DB01063,MESH:D001523,therapeutic,CTD,cas_number,2751-68-0
DB01063,MESH:D009497,therapeutic,CTD,cas_number,2751-68-0
DB01063,MESH:D010259,therapeutic,CTD,cas_number,2751-68-0
DB01063,MESH:D011618,therapeutic,CTD,cas_number,2751-68-0
DB01063,MESH:D012559,therapeutic,CTD,cas_number,2751-68-0
DB01063,MESH:D012561,therapeutic,CTD,cas_number,2751-68-0
DB03128,MESH:D000544,therapeutic,CTD,cas_number,51-84-3
DB03128,MESH:D001249,marker/mechanism,CTD,cas_number,51-84-3
DB03128,MESH:D001281,marker/mechanism,CTD,cas_number,51-84-3
DB03128,MESH:D001919,marker/mechanism,CTD,cas_number,51-84-3
DB03128,MESH:D016535,marker/mechanism,CTD,cas_number,51-84-3
DB03128,MESH:D001989,marker/mechanism,CTD,cas_number,51-84-3
DB03128,MESH:D002375,marker/mechanism,CTD,cas_number,51-84-3
DB03128,MESH:D002637,marker/mechanism,CTD,cas_number,51-84-3
DB03128,MESH:D003329,marker/mechanism,CTD,cas_number,51-84-3
DB03128,MESH:D007172,therapeutic,CTD,cas_number,51-84-3
DB03128,MESH:D006333,marker/mechanism,CTD,cas_number,51-84-3
DB03128,MESH:D006973,marker/mechanism,CTD,cas_number,51-84-3
DB03128,MESH:D006973,therapeutic,CTD,cas_number,51-84-3
DB03128,MESH:D007022,marker/mechanism,CTD,cas_number,51-84-3
DB03128,MESH:D007022,therapeutic,CTD,cas_number,51-84-3
DB03128,MESH:D010146,marker/mechanism,CTD,cas_number,51-84-3
DB03128,MESH:D010243,marker/mechanism,CTD,cas_number,51-84-3
DB03128,MESH:D012021,marker/mechanism,CTD,cas_number,51-84-3
DB03128,MESH:D012120,marker/mechanism,CTD,cas_number,51-84-3
DB03128,MESH:D012130,marker/mechanism,CTD,cas_number,51-84-3
DB03128,MESH:D012640,marker/mechanism,CTD,cas_number,51-84-3
DB03128,MESH:D013035,marker/mechanism,CTD,cas_number,51-84-3
DB03128,MESH:D013226,marker/mechanism,CTD,cas_number,51-84-3
DB06151,MESH:D058186,marker/mechanism,CTD,cas_number,616-91-1
DB06151,MESH:D058186,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D055371,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D000707,marker/mechanism,CTD,cas_number,616-91-1
DB06151,MESH:D000740,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D000748,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D000789,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D000799,marker/mechanism,CTD,cas_number,616-91-1
DB06151,MESH:D001145,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D001167,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D001714,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D019575,marker/mechanism,CTD,cas_number,616-91-1
DB06151,MESH:D001851,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D001862,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D001929,marker/mechanism,CTD,cas_number,616-91-1
DB06151,MESH:D001929,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D001930,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D002545,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D016535,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D001986,marker/mechanism,CTD,cas_number,616-91-1
DB06151,MESH:D063646,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D006528,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D002294,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D009202,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D066126,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D018376,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D018188,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D002357,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D002471,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D056486,marker/mechanism,CTD,cas_number,616-91-1
DB06151,MESH:D056486,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D002869,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D019457,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D019970,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D015834,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D003072,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D003110,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D003161,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D003550,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D003556,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D003645,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D003711,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D048909,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D003925,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D004211,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D003875,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D004342,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D062787,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D064420,marker/mechanism,CTD,cas_number,616-91-1
DB06151,MESH:D064420,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D050171,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D004427,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D004487,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D020031,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D004938,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D005234,marker/mechanism,CTD,cas_number,616-91-1
DB06151,MESH:D005234,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D005317,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D005334,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D005767,marker/mechanism,CTD,cas_number,616-91-1
DB06151,MESH:D005767,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D005911,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D018149,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D006261,marker/mechanism,CTD,cas_number,616-91-1
DB06151,MESH:D006311,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D034381,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D006323,marker/mechanism,CTD,cas_number,616-91-1
DB06151,MESH:D006330,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D006331,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D006402,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D006417,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D006470,marker/mechanism,CTD,cas_number,616-91-1
DB06151,MESH:D006470,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D006501,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D006505,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D006529,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D006937,therapeutic,CTD,cas_number,616-91-1
DB06151,MESH:D006940,marker/mechanism,CTD,cas_number,616-91-1
DB06151,MESH:D006943,therapeutic,CTD,cas_number,616-91-1
