drug_id,protein_id,relationship_type,actions,known_action,inhibition_strength,induction_strength,source,match_type,match_value
DB00110,BE0002097,target,binder,unknown,,,DrugBank,drugbank_id,DB00110
DB00110,BE0000710,target,binder,unknown,,,DrugBank,drugbank_id,DB00110
DB00110,BE0002093,target,activator,yes,,,DrugBank,drugbank_id,DB00110
DB00110,BE0002094,target,binder,unknown,,,DrugBank,drugbank_id,DB00110
DB00110,BE0002095,target,binder,unknown,,,DrugBank,drugbank_id,DB00110
DB00110,BE0002096,target,binder,unknown,,,DrugBank,drugbank_id,DB00110
DB00110,BE0010205,target,modulator,unknown,,,DrugBank,drugbank_id,DB00110
DB00110,BE0002099,target,ligand,no,,,DrugBank,drugbank_id,DB00110
DB00111,BE0000658,target,ligand,yes,,,DrugBank,drugbank_id,DB00111
DB00111,BE0000651,target,ligand,yes,,,DrugBank,drugbank_id,DB00111
DB00111,BE0000901,target,binder,unknown,,,DrugBank,drugbank_id,DB00111
DB00111,BE0002093,target,activator,yes,,,DrugBank,drugbank_id,DB00111
DB00111,BE0002094,target,binder,unknown,,,DrugBank,drugbank_id,DB00111
DB00111,BE0002095,target,binder,unknown,,,DrugBank,drugbank_id,DB00111
DB00111,BE0002096,target,binder,unknown,,,DrugBank,drugbank_id,DB00111
DB00111,BE0002097,target,binder,unknown,,,DrugBank,drugbank_id,DB00111
DB00111,BE0000710,target,binder,unknown,,,DrugBank,drugbank_id,DB00111
DB00111,BE0002098,target,binder,unknown,,,DrugBank,drugbank_id,DB00111
DB00111,BE0002099,target,ligand,no,,,DrugBank,drugbank_id,DB00111
DB00111,BE0002100,target,ligand,no,,,DrugBank,drugbank_id,DB00111
DB00112,BE0000163,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00112
DB00112,BE0002094,target,binder,unknown,,,DrugBank,drugbank_id,DB00112
DB00112,BE0002095,target,binder,unknown,,,DrugBank,drugbank_id,DB00112
DB00112,BE0002096,target,binder,unknown,,,DrugBank,drugbank_id,DB00112
DB00112,BE0002097,target,binder,unknown,,,DrugBank,drugbank_id,DB00112
DB00112,BE0000710,target,binder,unknown,,,DrugBank,drugbank_id,DB00112
DB00112,BE0002098,target,binder,unknown,,,DrugBank,drugbank_id,DB00112
DB00112,BE0002099,target,ligand,no,,,DrugBank,drugbank_id,DB00112
DB00112,BE0002100,target,ligand,no,,,DrugBank,drugbank_id,DB00112
DB00113,BE0000107,target,other/unknown,unknown,,,DrugBank,drugbank_id,DB00113
DB00115,BE0000734,target,cofactor,yes,,,DrugBank,drugbank_id,DB00115
DB00115,BE0000777,target,cofactor,yes,,,DrugBank,drugbank_id,DB00115
DB00115,BE0000763,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00115
DB00115,BE0000320,target,binder,unknown,,,DrugBank,drugbank_id,DB00115
DB00115,BE0002175,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00115
DB00115,BE0002176,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00115
DB00115,BE0000456,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00115
DB00115,BE0002668,enzyme,product of,unknown,,,DrugBank,drugbank_id,DB00115
DB00115,BE0009637,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00115
DB00115,BE0000340,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00115
DB00115,BE0000238,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00115
DB00115,BE0000362,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00115
DB00115,BE0004690,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00115
DB00115,BE0000936,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00115
DB00115,BE0000942,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00115
DB00115,BE0000785,transporter,,unknown,,,DrugBank,drugbank_id,DB00115
DB00116,BE0000617,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00116
DB00116,BE0000268,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00116
DB00116,BE0000010,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00116
DB00116,BE0000933,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00116
DB00116,BE0000734,target,cofactor,yes,,,DrugBank,drugbank_id,DB00116
DB00116,BE0000822,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00116
DB00116,BE0001240,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00116
DB00116,BE0000331,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00116
DB00116,BE0000292,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00116
DB00116,BE0002176,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00116
DB00116,BE0002154,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00116
DB00116,BE0002177,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00116
DB00116,BE0001069,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00116
DB00118,BE0002089,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00118
DB00118,BE0008997,target,,unknown,,,DrugBank,drugbank_id,DB00118
DB00118,BE0005015,target,,unknown,,,DrugBank,drugbank_id,DB00118
DB00118,BE0000372,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00118
DB00118,BE0000101,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00118
DB00118,BE0000304,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00118
DB00118,BE0000323,target,activator,unknown,,,DrugBank,drugbank_id,DB00118
DB00118,BE0000407,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00118
DB00118,BE0000300,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00118
DB00118,BE0003533,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00118
DB00120,BE0000614,target,binder,yes,,,DrugBank,drugbank_id,DB00120
DB00120,BE0000692,target,,unknown,,,DrugBank,drugbank_id,DB00120
DB00120,BE0000789,target,,unknown,,,DrugBank,drugbank_id,DB00120
DB00120,BE0000038,target,,unknown,,,DrugBank,drugbank_id,DB00120
DB00120,BE0000753,target,,unknown,,,DrugBank,drugbank_id,DB00120
DB00120,BE0000028,target,,unknown,,,DrugBank,drugbank_id,DB00120
DB00120,BE0000561,target,,unknown,,,DrugBank,drugbank_id,DB00120
DB00120,BE0003654,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB00120
DB00122,BE0000738,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00122
DB00122,BE0002341,target,agonist,unknown,,,DrugBank,drugbank_id,DB00122
DB00122,BE0000494,target,product of,no,,,DrugBank,drugbank_id,DB00122
DB00122,BE0002190,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00122
DB00122,BE0000237,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00122
DB00122,BE0000519,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00122
DB00122,BE0000784,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00122
DB00122,BE0000636,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00122
DB00122,BE0000426,enzyme,product of,no,,,DrugBank,drugbank_id,DB00122
DB00122,BE0000615,enzyme,product of,no,,,DrugBank,drugbank_id,DB00122
DB00122,BE0002181,enzyme,product of,no,,,DrugBank,drugbank_id,DB00122
DB00122,BE0002179,enzyme,product of,no,,,DrugBank,drugbank_id,DB00122
DB00122,BE0002180,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00122
DB00122,BE0002186,enzyme,product of,no,,,DrugBank,drugbank_id,DB00122
DB00122,BE0003647,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00122
DB00122,BE0003648,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00122
DB00122,BE0003650,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB00122
DB00122,BE0000106,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB00122
DB00122,BE0000757,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB00122
DB00122,BE0001059,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00122
DB00122,BE0002182,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00122
DB00122,BE0002183,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00122
DB00122,BE0002184,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00122
DB00122,BE0000696,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00122
DB00126,BE0000168,target,modulator,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0009869,target,modulator,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0001361,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0004796,target,cleavage,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0001225,target,substrate,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0002192,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0002117,target,antagonist,yes,,,DrugBank,drugbank_id,DB00126
DB00126,BE0002195,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0002197,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0000138,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0002200,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0002202,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0002206,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0002208,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0000060,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0002210,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0002203,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0002205,target,activator,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0002213,target,activator,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0002215,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0000087,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0002221,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0002223,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0002217,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0002211,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0002219,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0001979,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0000530,carrier,inhibitor,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0000168,transporter,modulator,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0009869,transporter,modulator,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0001057,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0004707,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00126
DB00126,BE0000893,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00126
DB00127,BE0000964,target,ligand,yes,,,DrugBank,drugbank_id,DB00127
DB00127,BE0000566,target,ligand,yes,,,DrugBank,drugbank_id,DB00127
DB00127,BE0004796,target,cleavage,unknown,,,DrugBank,drugbank_id,DB00127
DB00127,BE0003634,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00127
DB00127,BE0003628,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00127
DB00127,BE0002437,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00127
DB00127,BE0000365,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00127
DB00127,BE0000535,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00127
DB00127,BE0000760,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00127
DB00127,BE0000404,target,product of,unknown,,,DrugBank,drugbank_id,DB00127
DB00127,BE0000509,target,,unknown,,,DrugBank,drugbank_id,DB00127
DB00127,BE0000172,target,,unknown,,,DrugBank,drugbank_id,DB00127
DB00127,BE0000694,target,,unknown,,,DrugBank,drugbank_id,DB00127
DB00127,BE0000111,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00127
DB00127,BE0000275,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00127
DB00127,BE0002204,enzyme,inducer,unknown,,unknown,DrugBank,drugbank_id,DB00127
DB00127,BE0000757,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB00127
DB00127,BE0003648,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00127
DB00136,BE0000779,target,agonist,yes,,,DrugBank,drugbank_id,DB00136
DB00136,BE0008987,target,upregulator,unknown,,,DrugBank,drugbank_id,DB00136
DB00136,BE0002250,enzyme,substrate|inducer,unknown,,unknown,DrugBank,drugbank_id,DB00136
DB00136,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB00136
DB00136,BE0001141,carrier,binder,no,,,DrugBank,drugbank_id,DB00136
DB00139,BE0000152,target,inhibitor,yes,,,DrugBank,drugbank_id,DB00139
DB00139,BE0002258,target,agonist,yes,,,DrugBank,drugbank_id,DB00139
DB00139,BE0002257,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00139
DB00139,BE0000176,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00139
DB00139,BE0000355,enzyme,product of,unknown,,,DrugBank,drugbank_id,DB00139
DB00139,BE0009980,enzyme,product of,unknown,,,DrugBank,drugbank_id,DB00139
DB00139,BE0002195,enzyme,cofactor,unknown,,,DrugBank,drugbank_id,DB00139
DB00139,BE0002202,enzyme,cofactor,unknown,,,DrugBank,drugbank_id,DB00139
DB00139,BE0002206,enzyme,cofactor,unknown,,,DrugBank,drugbank_id,DB00139
DB00139,BE0002208,enzyme,cofactor,unknown,,,DrugBank,drugbank_id,DB00139
DB00139,BE0002256,enzyme,product of,unknown,,,DrugBank,drugbank_id,DB00139
DB00139,BE0000528,enzyme,product of,unknown,,,DrugBank,drugbank_id,DB00139
DB00139,BE0003645,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00139
DB00139,BE0002261,transporter,ligand,unknown,,,DrugBank,drugbank_id,DB00139
DB00139,BE0000022,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB00139
DB00139,BE0000447,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00139
DB00139,BE0000611,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00139
DB00140,BE0000370,target,ligand,yes,,,DrugBank,drugbank_id,DB00140
DB00140,BE0003327,target,other,yes,,,DrugBank,drugbank_id,DB00140
DB00140,BE0000595,target,product of,yes,,,DrugBank,drugbank_id,DB00140
DB00140,BE0001075,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00140
DB00140,BE0002198,enzyme,cofactor,unknown,,,DrugBank,drugbank_id,DB00140
DB00140,BE0002176,enzyme,cofactor,unknown,,,DrugBank,drugbank_id,DB00140
DB00140,BE0001066,transporter,substrate|inhibitor,unknown,,,DrugBank,drugbank_id,DB00140
DB00142,BE0000824,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000833,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000827,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000828,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000834,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000835,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0002267,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0002268,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0002235,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000721,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000396,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000825,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000383,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000188,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000219,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0002240,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000529,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000692,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000667,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000403,target,substrate,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0001115,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000884,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0001054,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000166,target,substrate,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0002270,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000755,target,substrate,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000321,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000517,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000253,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000365,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000700,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0002271,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000760,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000417,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000454,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0002272,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0002244,target,product of,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0002274,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000727,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000641,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0002166,target,substrate|product of,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000073,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000003,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0002277,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000030,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0004640,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000603,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000180,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000346,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000640,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000606,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000568,target,other/unknown,yes,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000602,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000378,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000822,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000829,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000831,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000830,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000823,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000826,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000832,target,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0010222,target,substrate,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0003654,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0000669,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0002275,transporter,,unknown,,,DrugBank,drugbank_id,DB00142
DB00142,BE0002276,transporter,,unknown,,,DrugBank,drugbank_id,DB00142
DB00145,BE0000760,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000518,target,substrate,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000409,target,substrate,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000898,target,substrate,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000998,target,substrate,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0002303,target,substrate,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0002304,target,substrate,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000185,target,substrate,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000454,target,,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0002154,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0002305,target,substrate,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000292,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0002306,target,substrate,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0002307,target,substrate,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000102,target,product of,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0002309,target,product of,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000534,target,substrate,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000433,target,ligand,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000316,target,substrate,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000055,target,ligand,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000331,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000414,target,ligand,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000745,target,ligand,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000372,target,cofactor,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000347,target,substrate,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000010,enzyme,cofactor,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000618,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000737,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0002302,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0003654,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000536,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0002308,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0002310,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00145
DB00145,BE0000940,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB00145
DB00146,BE0000779,target,agonist,yes,,,DrugBank,drugbank_id,DB00146
DB00146,BE0000443,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00146
DB00146,BE0002250,enzyme,substrate|inducer,unknown,,unknown,DrugBank,drugbank_id,DB00146
DB00150,BE0000693,target,binder,unknown,,,DrugBank,drugbank_id,DB00150
DB00150,BE0000228,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00150
DB00150,BE0001343,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00150
DB00150,BE0002311,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB00150
DB00150,BE0001343,enzyme,inhibitor,unknown,,,DrugBank,drugbank_id,DB00150
DB00150,BE0002311,enzyme,inhibitor,unknown,,,DrugBank,drugbank_id,DB00150
DB00150,BE0000121,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB00150
