drugbank_id,name,type,cas_number,unii,atc_codes,groups,indication,mechanism_of_action,smiles,inchi_key,molecular_weight,logp,pubchem_cid,chembl_id,kegg_id
DB00035,Desmopressin,small molecule,16679-58-6,ENR1LLB0FP,H01BA02,approved|investigational,"- Indicated for the treatment of nocturia due to nocturnal polyuria in adults who awaken at least 2 times per night to void (intranasal). 

- Indicated as antidiuretic replacement therapy in the management of central cranial diabetes insipidus and for management of the temporary polyuria and polydipsia following head trauma or surgery in the pituitary region (intranasal/parenteral).

- Indicated for patients with hemophilia A with factor VIII coagulant activity levels greater than 5% or mild to moderate classic von Willebrand's Disease (Type I) with factor VIII levels greater than 5% during surgical procedures and postoperatively to maintain hemostasis (parenteral).","Upon binding of desmopressin to V2 receptors in the basolateral membrane of the cells of the distal tubule and collecting ducts of the nephron, adenylyl cyclase is stimulated. The resulting intracellular cascades in the collecting duct lead to increased rate of insertion of water channels, called aquaporins, into the lumenal membrane and enhanced the permeability of the membrane to water [T28].",NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(N)=O,NFLWUMRGJYTJIN-PNIOQBSNSA-N,1069.22,-6.1,,CHEMBL1429,D00291
DB00036,Coagulation factor VIIa Recombinant Human,biotech,102786-61-8,AC71R787OV,B02BD08,approved|investigational,For treatment of hemorrhagic complications in hemophilia A and B.,"NovoSeven activates the coagulation or clotting cascade by cleaving Factor IX and Factor X, which activates them and then leads to activation of thrombin and fibrin.",,,,,,,D00172
DB00039,Palifermin,biotech,162394-19-6,QMS40680K6,V03AF08,approved|investigational,For treatment of oral mucositis associated with chemotherapy and radiation therapy.,"Palifermin has been shown to protect oral and intestinal epithelia from the effects of radiation and chemotherapy, though the exact mechanism is not well understood.[A222248] As a recombinant keratinocyte growth factor (KGF), palifermin may promote cell proliferation, reducing the severity of oral mucositis in patients in the relevant treatment groups.[A222248] Agonism of fibroblast growth factor 2 may be predominantly responsible for this effect.[A52198] The endogenous form if palifermin is expressed in the kidney of rats.[A13175]",,,,,,CHEMBL1201821,
DB00040,Glucagon,biotech,16941-32-5,76LA80IG2G,H04AA01,approved|investigational,"Glucagon is indicated as a diagnostic aid in radiologic exams to temporarily inhibit the movement of the gastrointestinal tract and to treat severe hypoglycemia.[L7634,L7637,L7640,L7643,L8519]","Glucagon binds to the glucagon receptor activating G<sub>s</sub>α and G<sub>q</sub>.[A19402] This activation activates adenylate cyclase, which increases intracellular cyclic AMP and activates protein kinase A.[A19402] Activating G<sub>q</sub> activates phospholipase C, increases production of inositol 1,4,5-triphosphate, and releases intracellular calcium.[A19402] Protein kinase A phosphorylates glycogen phosphorylase kinase, which phosphorylates glycogen phosphorylase, which phosphorylates glycogen, causing its breakdown.[A19402]

Glucagon also relaxes smooth muscle of the stomach, duodenum, small bowel, and colon.[L7634,L7643]",,,,,,CHEMBL266481,D00116
DB00041,Aldesleukin,biotech,110942-02-4,M89N0Q7EQR,L03AC01,approved|investigational,For treatment of adults with metastatic renal cell carcinoma.,"Aldesleukin binds to the IL-2 receptor which leads to heterodimerization of the cytoplasmic domains of the IL-2R beta and gamma(c) chains, activation of the tyrosine kinase Jak3, and phosphorylation of tyrosine residues on the IL-2R beta chain. These events led to the creation of an activated receptor complex, to which various cytoplasmic signaling molecules are recruited and become substrates for regulatory enzymes (especially tyrosine kinases) that are associated with the receptor. These events stimulate growth and differentiation of T cells.",,,,,,CHEMBL1201438,
DB00042,Botulinum toxin type B,biotech,93384-44-2,0Y70779M1F,M03AX01,approved,For the treatment of patients with cervical dystonia to reduce the severity of abnormal head position and neck pain associated with cervical dystonia.,"Botulinum Toxin Type B binds to and cleaves the synaptic Vesicle Associated Membrane Protein (VAMP, also known as synaptobrevin) which is a component of the protein complex responsible for docking and fusion of the synaptic vesicle to the presynaptic membrane, a necessary step to neurotransmitter release.",,,,,,CHEMBL1201569,D02735
DB00043,Omalizumab,biotech,242138-07-4,2P471X1Z11,R03DX05,approved|investigational,"Omalizumab is indicated for:
- the treatment of patients six years of age and older with moderate to severe persistent asthma who have a positive skin test or in vitro reactivity to a perennial aeroallergen and whose symptoms are inadequately controlled with inhaled corticosteroids.[L50477, L50482]
- add-on maintenance treatment of chronic rhinosinusitis with nasal polyps (CRSwNP) in adults with inadequate response to nasal corticosteroids.[L50477, L50482]
- the reduction of allergic reactions (Type I), including anaphylaxis, that may occur with accidental exposure to one or more foods in patients aged one year and older with IgE-mediated food allergy. Omalizumab is to be used in conjunction with food allergen avoidance.[L50477]
- the treatment of adults and adolescents 12 years of age and older with chronic spontaneous urticaria (CSU) who remain symptomatic despite H1 antihistamine treatment.[L50477]","IgE antibodies have been implicated in several immune-mediated diseases, including allergic hypersensitivity reactions and asthma. IgE binds to the high-affinity IgE receptor Fc-epsilon-RI typically found on inflammatory cells such as eosinophils, mast cells, and basophils.[A39518, A263507] IgE binding to Fc-epsilon-RI initiates a downstream cascade that releases pro-inflammatory mediators.[A39518]

Omalizumab is an IgE-neutralizing antibody: It selectively binds to the C-epsilon-3 locus of IgE, the domain at which IgE binds to Fc-epsilon-RI to mediate its actions. Omalizumab works to lower circulating free IgE levels and prevent IgE from interacting with Fc-epsilon-RI,[A263507] which can also lead to the reduced expression of Fc-epsilon-RI.[A263532]",,,,,,CHEMBL1201589,
DB00046,Insulin lispro,biotech,133107-64-9,GFX7QIS1II,A10AC04|A10AB04|A10AD04,approved|investigational,Insulin lispro is indicated to improve glycemic control in adult and pediatric patients with diabetes mellitus.[L47616],"Insulin lispro binds to the insulin receptor (IR), a heterotetrameric protein consisting of two extracellular alpha units and two transmembrane beta units. The binding of insulin to the alpha subunit of IR stimulates the tyrosine kinase activity intrinsic to the beta subunit of the receptor. The bound receptor autophosphorylates and phosphorylates numerous intracellular substrates such as insulin receptor substrates (IRS) proteins, Cbl, APS, Shc and Gab 1. Activation of these proteins leads to the activation of downstream signaling molecules including PI3 kinase and Akt. Akt regulates the activity of glucose transporter 4 (GLUT4) and protein kinase C (PKC), both of which play critical roles in metabolism and catabolism. In humans, insulin is stored in the form of hexamers; however, only insulin monomers are able to interact with IR. Reversal of the proline and lysine residues at positions B28 and B29 of native insulin eliminates hydrophobic interactions and weakens some of the hydrogen",,,,,,CHEMBL1201538,D04477
DB00047,Insulin glargine,biotech,160337-95-1,2ZM8CX04RZ,A10AE54|A10AE04,approved|investigational,"Insulin glargine is indicated to improve glycemic control in adults and pediatric patients with type 1 diabetes mellitus and in adults with type 2 diabetes mellitus.[L12474,L43532,L43587]","Insulin glargine binds to the insulin receptor (IR), a heterotetrameric protein consisting of two extracellular alpha units and two transmembrane beta units. The binding of insulin to the alpha subunit of IR stimulates the tyrosine kinase activity intrinsic to the beta subunit of the receptor. The bound receptor autophosphorylates and phosphorylates numerous intracellular substrates such as insulin receptor substrates (IRS) proteins, Cbl, APS, Shc and Gab 1. Activation of these proteins leads to the activation of downstream signalling molecules including PI3 kinase and Akt. Akt regulates the activity of glucose transporter 4 (GLUT4) and protein kinase C (PKC), both of which play critical roles in metabolism. Insulin glargine is completely soluble at pH 4, the pH of administered solution, and has low solubility at physiological pH 7.4. Upon subcuteous injection, the solution is neutralized resulting in the formation of microprecipitates. Small amounts of insulin glargine are released fr",,,,,,CHEMBL1201497,D03250
DB00048,Collagenase clostridium histolyticum,biotech,9001-12-1,9X7O8V25IT,D03BA02|M09AB02|D03BA52,approved|investigational,"Collagenase clostridium histolyticum is indicated for the treatment of adults with Dupuytren's contracture with a palpable cord. Additionally, it is used to treat men with Peyronie's disease diagnosed with a penile curvature deformity of at least a 30-degree angle at the beginning of therapy in addition to palpable plaques.[L14882] Collagenase ointment is used for the tissue debridement of chronic dermal ulcers and severely burned tissues.[L14952]
The combination collagenase product, also known as Qwo, is used for the treatment of moderate to severe cellulite in the buttocks of adult women.[L14872]","Peyronie's disease is a fibrous lesion of the tunica albuginea in the penile tissues.[A215067] Cellulite is a multifactorial condition resulting in the accumulation of fibrotic dermal septae and the expansion of subcutaneous fat.[A215062] Dupuytren's contracture is a fibroproliferative disease that results in the fibrous deposition of collagen in the hands, limiting mobility and functionality of the hands.[A215072] The collagen deposition in the abovementioned conditions is the target of collagenase enzyme therapy.[A215157,A215167]

These enzymes are proteinases acting to hydrolyze collagen's triple-helical conformation, resulting in the lysis of collagen deposits and relief from the necrotic tissue and plaques associated with several conditions.[L14882,L14912] On a molecular level, collagenases cleave polypeptide chains that make up the collagen triple helix structure at various loci, leading to solubilization from the collagen fibril.[A215197]",,,,,,,C00816
DB00049,Rasburicase,biotech,134774-45-1,08GY9K1EUO,V03AF07|M04AX01,approved|investigational,"For treatment of hyperuricemia, reduces elevated plasma uric acid levels (from chemotherapy)",Rasburicase catalyzes enzymatic oxidation of uric acid into an inactive and soluble metabolite (allantoin).,,,,,,CHEMBL1201594,
DB00051,Adalimumab,biotech,331731-18-1,FYS6T7F842,L04AB04,approved|investigational,"Adalimumab is indicated for the following conditions:[L49101]

- Moderately to severely active Rheumatoid Arthritis (RA) in adults, as monotherapy or in combination with [methotrexate] or other non-biologic disease-modifying anti-rheumatic drugs (DMARDs).[L42290, L42495, L42935, L44953, L45643, L45818, L49101]
- Moderately to severely active polyarticular Juvenile Idiopathic Arthritis (JIA) in patients two years of age and older, as monotherapy or in combination with [methotrexate].[L42290, L42495, L42935, L44953, L45643, L45818, L49101]
- Psoriatic Arthritis (PsA) in adults.[L42290, L42495, L42935, L44953, L45643, L45818, L49101]
- Ankylosing Spondylitis (AS) in adults.[L42290, L42495, L42935, L44953, L45643, L45818, L49101]
- Moderately to severely active Crohn’s Disease (CD) in adults and pediatric patients six years of age and older.[L42290, L42495, L42935, L44953, L45643, L45818, L49101]
- Moderately to severely active Ulcerative Colitis (UC) in adults. Effectiveness has no","Adalimumab binds with specificity to tumor necrosis factor-alpha (TNF-alpha) and inhibits its interaction with the p55 and p75 cell surface TNF receptors. Adalimumab also lyses surface tumor necrosis factor expressing cells in vitro when in the presence of complement.[A39984,A39999] Adalimumab does not bind or inactivate lymphotoxin (Tumor necrosis factor-beta). TNF is a naturally occurring cytokine that plays a role in normal inflammatory and immune responses.[A39999] Increased levels of TNF are found in the joint synovial fluid of rheumatoid arthritis, psoriatic arthritis, and ankylosing spondylitis patients, and play an imperative role in pathologic inflammation and joint destruction that are major complications of these diseases. Increased levels of TNF are also measured in psoriasis plaques. In plaque psoriasis, treatment with adalimumab may decrease the epidermal thickness and inflammatory cell infiltration. The relationship between these pharmacodynamics and the mechanism(s) by ",,,,,,CHEMBL1201580,D02597
