name,mesh_id,source
Cyclic AMP,D000242,DrugBank
"Nucleotides, Cyclic",D009712,DrugBank
Histone deacetylase (HDAC) inhibitors,,DrugBank
"N-Glycosyl Hydrolases, antagonists & inhibitors",,DrugBank
Vasopressin Receptor Agonist,,DrugBank
OATP1B1/SLCO1B1 Inducers,,DrugBank
Cholestadienes,D002774,DrugBank
Cholestadienols,D002775,DrugBank
Other Miscellaneous Antibacterial Agents,,DrugBank
Steroid Antibacterials,,DrugBank
Polyphenols,D059808,DrugBank
"Phosphoprotein Phosphatases, antagonists & inhibitors",,DrugBank
5-Androstanon (3) Derivatives,,DrugBank
Disinfectants,D004202,DrugBank
Phenol and Derivatives,,DrugBank
Sclerosing Agents for Local Injection,,DrugBank
Heme,D006418,DrugBank
Heme products,,DrugBank
Metalloporphyrins,D008665,DrugBank
"Aminopeptidases, antagonists & inhibitors",,DrugBank
"Cyclin-Dependent Kinases, antagonists & inhibitors",,DrugBank
Poly(ADP-ribose) Polymerase Inhibitors,D000067856,DrugBank
"Phencyclidine, antagonists & inhibitors",,DrugBank
Cytolytic Agent,,DrugBank
Decreased Cell Membrane Integrity,,DrugBank
Buffers,D002021,DrugBank
Excipients,D005079,DrugBank
Solutions Affecting the Electrolyte Balance,,DrugBank
Ammonium Ion Binding Activity,,DrugBank
Food Preservatives,D005520,DrugBank
Nitrogen Binding Agent,,DrugBank
Urea Cycle Disorder Agents,,DrugBank
Peroxides,D010545,DrugBank
Prostaglandin Endoperoxides,D011449,DrugBank
Reactive Oxygen Species,D017382,DrugBank
Oxalates,D010070,DrugBank
Reducing Agents,D019163,DrugBank
Miscellaneous Anti-infectives,,DrugBank
Quinoline Derivatives,,DrugBank
Quinolinium Compounds,D011806,DrugBank
Thiocholine,D013860,DrugBank
Citrates,D002951,DrugBank
Disinfectants (For Agents Used on Object),,DrugBank
"Receptors, Estrogen, agonists",,DrugBank
"Calcium-Calmodulin-Dependent Protein Kinases, antagonists & inhibitors",,DrugBank
Niflumic Acid and Prodrugs,D009544,DrugBank
Arachidonic Acids,D001095,DrugBank
"Fatty Acids, Essential",D005228,DrugBank
Aziridines,D001388,DrugBank
Ethylene Imines,,DrugBank
Triethylenephosphoramide,D013721,DrugBank
"Edema, drug therapy",,DrugBank
Antifoaming Agents,D000934,DrugBank
Antispermatogenic Agents,D000988,DrugBank
Polyethylene Glycols,D011092,DrugBank
Spermatocidal Agents,D013089,DrugBank
Acrylates,D000179,DrugBank
"Electron Transport Complex III, antagonists & inhibitors",,DrugBank
Naphthalenesulfonates,D009282,DrugBank
Contact Laxatives,,DrugBank
Aminopyrine,D000632,DrugBank
Phenolphthaleins,D010635,DrugBank
"Calmodulin, antagonists & inhibitors",,DrugBank
CCR5 Co-receptor Antagonist,,DrugBank
CCR5 Receptor Antagonists,D065100,DrugBank
HIV Fusion Inhibitors,D023581,DrugBank
Viral Fusion Protein Inhibitors,D065147,DrugBank
Mandelic Acids,D008333,DrugBank
Quinolizines,D011807,DrugBank
Vesicular Monoamine Transporter 2 Inhibitor,,DrugBank
Vesicular Monoamine Transporter 2 Inhibitors,,DrugBank
"Hypoxia-Inducible Factor-Proline Dioxygenases, antagonists & inhibitors",,DrugBank
Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors,,DrugBank
"Platelet Glycoprotein GPIIb-IIIa Complex, antagonists & inhibitors",,DrugBank
Harringtonines,D006248,DrugBank
Serotonin 2c Receptor Agonists,,DrugBank
Serotonin 5-HT2C Receptor Agonists,D058826,DrugBank
Fatty Alcohols,D005233,DrugBank
"Drug Resistance, Multiple",D018432,DrugBank
Calophyllum,D029759,DrugBank
Pituitary Hormone Release Inhibiting Hormones,D010905,DrugBank
Oligonucleotides,D009841,DrugBank
Polynucleotides,D011119,DrugBank
Vascular Endothelial Growth Factor A,D042461,DrugBank
Pulmonary Surfactants,D011663,DrugBank
"Natriuretic Peptide, Brain",D020097,DrugBank
Natriuretic Peptides,D045265,DrugBank
Thymus Hormones,D013951,DrugBank
Antineoplastic cell and gene therapy,,DrugBank
Genetic Therapy,D015316,DrugBank
Phosphotransferases,D010770,DrugBank
Phosphotransferases (Alcohol Group Acceptor),D017853,DrugBank
Transferases,D014166,DrugBank
Lipoglycopeptide Antibacterial,,DrugBank
Immunization,D007114,DrugBank
Vaccines,D014612,DrugBank
Serotonin 5-HT4 Receptor Agonists,D058828,DrugBank
Cyclopentane Monoterpenes,D000081004,DrugBank
"Pyrethrines, Incl. Synthetic Compounds",,DrugBank
Pyrethrins,D011722,DrugBank
"Aptamers, Nucleotide",D052157,DrugBank
Immunoglobulin Variable Region,D007135,DrugBank
Egg Proteins,D004527,DrugBank
Rana pipiens,D011894,DrugBank
Antifibrotic Agents,D000088962,DrugBank
Dioxoles,D004149,DrugBank
CA-125 Antigen,D018394,DrugBank
"Antigens, Surface",D000954,DrugBank
Cytochrome P-450 CYP1A2 Inducers (weak),,DrugBank
Alpha-Galactosidase A (alpha-Gal A) Pharmacological Chaperones,,DrugBank
Cannabinoid Receptor Antagonists,D063387,DrugBank
"Receptor, Cannabinoid, CB1, antagonists & inhibitors",,DrugBank
Parathyroid Hormone-Related Protein,D044162,DrugBank
Neuroactive Steroid Gamma-Aminobutyric Acid A Receptor Positive Modulator,,DrugBank
"Adenosine Triphosphatases, antagonists & inhibitors",,DrugBank
Crotalid Venoms,D003435,DrugBank
Snake Venoms,D012910,DrugBank
Venombin A,D020791,DrugBank
Viper Venoms,D014757,DrugBank
Peroxisome Proliferator-activated Receptor Agonist,,DrugBank
"PPAR alpha, agonists",,DrugBank
"PPAR delta, agonists",,DrugBank
Marine Toxins,D008387,DrugBank
"MAP Kinase Kinase 1, antagonists & inhibitors",,DrugBank
Mitogen-activated protein kinase (MEK) inhibitors,,DrugBank
"Fibrinolysin, antagonists & inhibitors",,DrugBank
"Pepsin A, antagonists & inhibitors",,DrugBank
Human Immunoglobulin,,DrugBank
"Immunization, Passive",D007116,DrugBank
Virus Neutralization,,DrugBank
"Enzymes, Immobilized",D004800,DrugBank
Increased Megakaryocyte Maturation,,DrugBank
Increased Platelet Production,,DrugBank
"Receptors, Thrombopoietin, agonists",,DrugBank
Thrombopoietin Receptor Agonist,,DrugBank
Thrombopoietin Receptor Agonists,,DrugBank
Anthrax Protective Antigen-directed Antibody,,DrugBank
Anthrax Protective Antigen-directed Antibody Interactions,,DrugBank
Antibacterial monoclonal antibodies,,DrugBank
Gastric Function,,DrugBank
Histamine Agonists,D017442,DrugBank
"Animal Proteins, Dietary",D000080224,DrugBank
Carrier Proteins,D002352,DrugBank
Dietary Proteins,D004044,DrugBank
Iron-Binding Proteins,D033862,DrugBank
Lactoglobulins,D007782,DrugBank
Metalloproteins,D008667,DrugBank
Milk Proteins,D008894,DrugBank
Transferrins,D061250,DrugBank
Whey Proteins,D000067816,DrugBank
CXC Chemokine Receptor 4 Antagonist,,DrugBank
"Receptors, CXCR4, antagonists & inhibitors",,DrugBank
HCV NS3/4A Protease Inhibitors,,DrugBank
NS3/4A Protease Inhibitors,,DrugBank
"ErbB Receptors, antagonists & inhibitors",,DrugBank
Antisense Elements (Genetics),D016375,DrugBank
Antisense Oligonucleotides,D016376,DrugBank
Apolipoprotein B-100 Synthesis Inhibitor,,DrugBank
"DNA, Antisense",D016373,DrugBank
Molecular Probes,D015335,DrugBank
Nucleic Acid Probes,D015341,DrugBank
Nucleic Acids,D009696,DrugBank
"Oligodeoxyribonucleotides, Antisense",D020319,DrugBank
Epoxide Hydrolase Inhibitors,,DrugBank
"Receptors, Interleukin-1, antagonists & inhibitors",,DrugBank
Vascular Endothelial Growth Factor Receptor 2 Antagonist,,DrugBank
VEGFR2 Inhibitors,,DrugBank
Cortisol Synthesis Inhibitors,,DrugBank
Biologics for psoriasis treatment,,DrugBank
Interleukin-12 Antagonist,,DrugBank
Interleukin-23 Antagonist,,DrugBank
Acanthaceae,D027901,DrugBank
Andrographis,D035685,DrugBank
"Colitis, Ulcerative, drug therapy",,DrugBank
Lamiales,D000068378,DrugBank
HER2-targeted Antibodies,,DrugBank
Maytansine,D008453,DrugBank
Trastuzumab,D000068878,DrugBank
Cell Adhesion Molecules,D015815,DrugBank
Dehydroepiandrosterone,D003687,DrugBank
Cytochrome P450 17A1 Inhibitors,,DrugBank
Poly (ADP-ribose) polymerase (PARP) inhibitors,,DrugBank
Kinins,D007705,DrugBank
"Receptors, Neurokinin-3, antagonists & inhibitors",,DrugBank
Tachykinins,D015320,DrugBank
CD22 (Clusters of Differentiation 22) inhibitors,,DrugBank
CD22-directed Antibody Interactions,,DrugBank
CD22-directed Immunoconjugate,,DrugBank
Decreased DNA Integrity,,DrugBank
Increased Cellular Death,,DrugBank
"Receptor, Nerve Growth Factor, antagonists & inhibitors",,DrugBank
"Antibodies, Viral",D000914,DrugBank
Deltaretrovirus Antibodies,D015480,DrugBank
"Receptors, CCR5",D019713,DrugBank
Farnesoid X Receptor Agonist,,DrugBank
Farnesoid X Receptor Agonists,,DrugBank
Chlorobenzenes,D002722,DrugBank
Dopamine D2/D3 receptor modulators,,DrugBank
"Receptor, ErbB-2, antagonists & inhibitors",,DrugBank
Platelet-derived Growth Factor Receptor alpha Antagonist,,DrugBank
UGT2B15 Inhibitors,,DrugBank
Dopamine D2 Receptor Agonists,,DrugBank
"Antithrombotic Agents, Misc.",,DrugBank
von Willebrand Factor (vWF)-directed Antibodies,,DrugBank
"von Willebrand Factor, antagonists & inhibitors",,DrugBank
Chemokine CXCL10,D054357,DrugBank
Leucomycins,D007933,DrugBank
Lipoglycopeptides,D000077427,DrugBank
Antidote for Acetaminophen Overdose,,DrugBank
Cysteine,D003545,DrugBank
Decreased Respiratory Secretion Viscosity,,DrugBank
Increased Glutathione Concentration,,DrugBank
Reduction Activity,,DrugBank
2-Amino-1-Phenylethanol Derivatives,,DrugBank
Interleukin-1 Blockers,,DrugBank
"Interleukin-1beta, antagonists & inhibitors",,DrugBank
Interleukin-1β Blockers,,DrugBank
Bile Salt Export Pump Inhibitors,,DrugBank
Depsipeptides,D047630,DrugBank
Organic Anion Transporter 1 Inhibitors,,DrugBank
Organic Anion Transporting Polypeptide 1B3 Inhibitors,,DrugBank
"Toll-Like Receptor 9, agonists",,DrugBank
CTLA-4-directed Antibody Interactions,,DrugBank
CTLA-4-directed Blocking Antibody,,DrugBank
Increased T Lymphocyte Activation,,DrugBank
Bradykinin B2 Receptor Antagonists,D065094,DrugBank
Bradykinin Receptor Antagonists,D065168,DrugBank
Drugs Used in Hereditary Angioedema,,DrugBank
Benzodioxoles,D052117,DrugBank
Endothelin A Receptor Antagonists,D065130,DrugBank
Carbon-Oxygen Lyases,D019757,DrugBank
"Hyaluronoglucosaminidase, antagonists & inhibitors",,DrugBank
Lyases,D008190,DrugBank
Polysaccharide-Lyases,D011133,DrugBank
Cyclodextrins,D003505,DrugBank
Dextrins,D003912,DrugBank
gamma-Cyclodextrins,D047408,DrugBank
Starch,D013213,DrugBank
Vasopressin V2 Receptor Antagonist,,DrugBank
Vasopressin V2 Receptor Antagonists,,DrugBank
Adenosine A receptor agonists,,DrugBank
Adenosine A2 Receptor Agonists,D058908,DrugBank
Pharmacologic Cardiac Stress Test Agent,,DrugBank
Ferrous Compounds,D005296,DrugBank
Parenteral Nutrition Solutions,D057947,DrugBank
Direct factor Xa inhibitors,D065427,DrugBank
Cytomegalovirus pUL97 Kinase Inhibitor,,DrugBank
"Antigens, CD4",D015704,DrugBank
Decarboxylase Inhibitor,,DrugBank
Decarboxylase Inhibitors,,DrugBank
Ornithine Decarboxylase Inhibitors,D065108,DrugBank
Increased Blood Pressure,,DrugBank
Interleukin-6 Receptor Antagonist,,DrugBank
"Calcium Channels, N-Type",D020864,DrugBank
Conotoxins,D020916,DrugBank
Mollusk Venoms,D008978,DrugBank
N-Calcium Channel Receptor Antagonists,,DrugBank
Bone Anabolic Agents,,DrugBank
Parathyroid Agents,,DrugBank
HCV Protease Inhibitors,,DrugBank
Sodium-glucose Cotransporter 2 (SGLT2) Inhibitors,D000077203,DrugBank
"Sodium-Glucose Transport Proteins, antagonists & inhibitors",,DrugBank
Sodium-Glucose Transporter 2 Inhibitors,D000077203,DrugBank
"Factor IXa, antagonists & inhibitors",,DrugBank
SLAMF7-directed Antibody Interactions,,DrugBank
SLAMF7-directed Immunostimulatory Antibody,,DrugBank
Insulin-like Growth Factor-1 Receptor Inhibitor,,DrugBank
Insulin-like Growth Factor-1 Receptor Inhibitors,,DrugBank
"Multiple Myeloma, drug therapy",,DrugBank
Breast Neoplasms,D001943,DrugBank
Interleukin-1 Receptor Accessory Protein,D053577,DrugBank
"Receptors, Interleukin-1 Type I",D053573,DrugBank
Selective Estrogen Receptor Degraders,,DrugBank
"Calcitonin Gene-Related Peptide, antagonists & inhibitors",,DrugBank
Molecular Chaperones,D018832,DrugBank
"Hypertension, Pulmonary",D006976,DrugBank
Alveolar Surface Tension Reduction,,DrugBank
Surfactant Activity,,DrugBank
"RNA, Ribosomal, 23S",D012338,DrugBank
Angiogenic Proteins,D042501,DrugBank
Angiostatic Proteins,D043165,DrugBank
Collagen,D003094,DrugBank
Collagen Type XVIII,D043170,DrugBank
Extracellular Matrix Proteins,D016326,DrugBank
Non-Fibrillar Collagens,D024041,DrugBank
Scleroproteins,D012596,DrugBank
"Ribonucleoside Diphosphate Reductase, antagonists & inhibitors",,DrugBank
Arteriosclerosis,D001161,DrugBank
Farnesyltransferase Inhibitor,,DrugBank
Farnesyltransferase Inhibitors,,DrugBank
"PPAR gamma, agonists",,DrugBank
Bicyclic Monoterpenes,D000081008,DrugBank
"Thrombopoietin, antagonists & inhibitors",,DrugBank
"Receptors, Endothelin",D017466,DrugBank
Herpes Zoster,D006562,DrugBank
Varicellovirus,D018140,DrugBank
"Receptors, Vascular Endothelial Growth Factor, antagonists & inhibitors",,DrugBank
Receptor Tyrosine Kinase Inhibitors,,DrugBank
"Receptors, TNF-Related Apoptosis-Inducing Ligand",D053220,DrugBank
Interleukin Antagonists,,DrugBank
Interleukin-5 Antagonist,,DrugBank
CD3-directed Antibody,,DrugBank
Bispecific Monoclonal Antibodies,D018033,DrugBank
"Receptors, Death Domain",D053218,DrugBank
Isavuconazole and Prodrugs,,DrugBank
RANK Ligand Blocking Activity,,DrugBank
RANK Ligand Inhibitor,,DrugBank
Glucagon-Like Peptides,D004763,DrugBank
"Receptors, Neurokinin-2, antagonists & inhibitors",,DrugBank
Somatostatin Agonists,,DrugBank
Selective T Cell Costimulation Blocker,,DrugBank
T Lymphocyte Costimulation Activity Blockade,,DrugBank
Autologous Cellular Immunotherapy,,DrugBank
Cancer Vaccines,D019496,DrugBank
Intercellular Adhesion Molecule-1,D018799,DrugBank
Artemisinin and derivatives,,DrugBank
Artemisinins,D037621,DrugBank
Sesquiterpenes,D012717,DrugBank
Decreased GnRH Secretion,,DrugBank
Gonadotropin Releasing Hormone Receptor Antagonists,,DrugBank
Gonadotropin-releasing Hormone Antagonists,,DrugBank
"Gonadotropin-Releasing Hormone, antagonists & inhibitors",,DrugBank
"Hydrocarbons, Iodinated",D006847,DrugBank
Iodobenzenes,D007462,DrugBank
Radioactive Diagnostic Agent,,DrugBank
Radiopharmaceuticals,D019275,DrugBank
Magnetic Resonance Angiography,D018810,DrugBank
Fluorenes,D005449,DrugBank
Bronchoconstrictor Agents,D016085,DrugBank
Methacholine Compounds,D008688,DrugBank
Iodides,D007454,DrugBank
Iodine Compounds,D017613,DrugBank
Alkalies,D000468,DrugBank
Hydroxides,D006878,DrugBank
Quinolizidine Alkaloids,D000093843,DrugBank
Quinolizidines,D054837,DrugBank
Benzoflavones,D001571,DrugBank
"Proton-Translocating ATPases, antagonists & inhibitors",,DrugBank
Cyclohexylamines,D003514,DrugBank
Panax,D005894,DrugBank
Saponins,D012503,DrugBank
Chondroitin,D002807,DrugBank
Methylating Activity,,DrugBank
Methylating Agent,,DrugBank
Angiotensins,D000809,DrugBank
Benzyl Alcohols,D001592,DrugBank
Capsaicin and Similar Agents,,DrugBank
Polyunsaturated Alkamides,D053284,DrugBank
TRPV1 Channel Agonists,,DrugBank
Desoxycorticosterone,D003900,DrugBank
Metal Chelating Activity,,DrugBank
Metal Chelator,,DrugBank
Decorporation Agent,,DrugBank
Ion Exchange Activity,,DrugBank
"Corticosteroids, Very Potent (Group IV)",,DrugBank
"Kidney Failure, Chronic",D007676,DrugBank
Anticestodals,,DrugBank
Molluscacides,D008975,DrugBank
Salicylanilide and Derivatives,D012458,DrugBank
Salicylic Acid Derivatives,,DrugBank
Hematopoietic Stem Cell Mobilizer,,DrugBank
Increased Hematopoietic Stem Cell Mobilization,,DrugBank
Sclerosing Activity,,DrugBank
Vascular Sclerosing Activity,,DrugBank
HIV Integrase Inhibitors,D019428,DrugBank
Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor,,DrugBank
Integrase Inhibitors,D019429,DrugBank
Cystine Disulfide Reduction,,DrugBank
Reducing and Complexing Thiol,,DrugBank
Copper Chelator,,DrugBank
Prostaglandins F,D011460,DrugBank
Umbelliferones,D014468,DrugBank
Cinnamates,D002934,DrugBank
Plants,D010944,DrugBank
Insulin Antagonists,D007329,DrugBank
Oxidation-Reduction Activity,,DrugBank
Oxidation-Reduction Agent,,DrugBank
"Diabetes Mellitus, Type 2, drug therapy",,DrugBank
"Phenylethanolamine N-Methyltransferase, antagonists & inhibitors",,DrugBank
Ligands,D008024,DrugBank
Increased Prostaglandin Activity,,DrugBank
Chloride Channel Activation Potentiators,,DrugBank
Cystic Fibrosis Transmembrane Conductance Regulator Potentiators,,DrugBank
Central Nervous System,D002490,DrugBank
Iodine (123I) Compounds,,DrugBank
Iodine Radioisotopes,D007457,DrugBank
Microsomal Triglyceride Transfer Protein Inhibitor,,DrugBank
Microsomal Triglyceride Transfer Protein Inhibitors,,DrugBank
Hedgehog Pathway Inhibitor,,DrugBank
Hedgehog pathway inhibitors,,DrugBank
Smoothened Receptor Antagonists,,DrugBank
Taurodeoxycholic Acid,D013657,DrugBank
Preparations for Biliary Tract Therapy,,DrugBank
"Cholecystokinin, agonists",,DrugBank
"Cholecystokinin, antagonists & inhibitors",,DrugBank
Tests for Pancreatic Function,,DrugBank
Anaplastic lymphoma kinase (ALK) inhibitors,,DrugBank
Organic Cation Transporter 1 Inhibitors,,DrugBank
ROS1 tyrosine kinase inhibitors,,DrugBank
Progesterone Agonist/Antagonist,,DrugBank
Selective Progesterone Receptor Modulators,,DrugBank
Sphingosine 1 Phosphate Receptor Modulators,D000081243,DrugBank
Sphingosine 1-phosphate Receptor Modulator,,DrugBank
Sphingosine-1-phosphate (S1P) receptor modulators,,DrugBank
Growth Hormone Releasing Factor Analog,,DrugBank
Growth Hormone-Releasing Hormone,D013007,DrugBank
Increased GHRH Activity,,DrugBank
Lipodystrophy,D008060,DrugBank
CD30-directed Antibody Interactions,,DrugBank
CD30-directed Immunoconjugate,,DrugBank
Macrolide Antibacterial,,DrugBank
"Receptor Protein-Tyrosine Kinases, antagonists & inhibitors",,DrugBank
Janus Kinase Inhibitor,D000075242,DrugBank
"Janus Kinases, antagonists & inhibitors",,DrugBank
B Lymphocyte Stimulator-directed Antibody Interactions,,DrugBank
B Lymphocyte Stimulator-specific Inhibitor,,DrugBank
Decreased B Lymphocyte Activation,,DrugBank
Dihydroorotate Dehydrogenase Inhibitors,,DrugBank
Pyrimidine Synthesis Inhibitor,,DrugBank
B-Raf serine-threonine kinase (BRAF) inhibitors,,DrugBank
AMPA Receptor Antagonists,,DrugBank
Noncompetitive AMPA Glutamate Receptor Antagonist,,DrugBank
"Receptors, AMPA, antagonists & inhibitors",,DrugBank
Enzyme Activators,D020536,DrugBank
Guanylate Cyclase Activators,,DrugBank
Guanylate Cyclase-C Agonist,,DrugBank
Guanylyl Cyclase C Agonists,D000074268,DrugBank
Selective Beta 3-adrenergic Agonists,,DrugBank
Janus Kinase Inhibitors,D000075242,DrugBank
GLP-2 Analog,,DrugBank
Glucagon-Like Peptide 2,D053767,DrugBank
Glucagon-like Peptide-2 (GLP-2) Agonists,,DrugBank
Diarylquinoline Antimycobacterial,,DrugBank
Fumarates,D005650,DrugBank
Triose Sugar Alcohols,D000073999,DrugBank
"MAP Kinase Kinase 2, antagonists & inhibitors",,DrugBank
Cytochrome P-450 CYP2C9 Inducers (strong),,DrugBank
"Proto-Oncogene Proteins B-raf, antagonists & inhibitors",,DrugBank
Radioactive alpha-Particle Emitting Therapeutic Agent,,DrugBank
Guanylate Cyclase,D006162,DrugBank
Guanylate Cyclase Stimulators,,DrugBank
Soluble Guanylate Cyclase Stimulator,,DrugBank
Endothelin B Receptor Antagonists,D065131,DrugBank
Hepatitis C Virus Nucleotide Analog NS5B Polymerase Inhibitor,,DrugBank
RNA Replicase Inhibitors,,DrugBank
Uracil Nucleotides,D014500,DrugBank
Antacids With Antiflatulents,,DrugBank
Hexamethonium Compounds,D006584,DrugBank
Dibenzo-Bicyclo-Octadiene Derivatives,,DrugBank
Hepatitis C Virus NS5A Inhibitor,,DrugBank
"Interleukin-17, antagonists & inhibitors",,DrugBank
Interleukin-17A Antagonist,,DrugBank
Protease-activated Receptor-1 Antagonist,,DrugBank
Protease-activated Receptor-1 Antagonists,D010975,DrugBank
"Receptor, PAR-1, antagonists & inhibitors",,DrugBank
"Receptors, Thrombin, antagonists & inhibitors",,DrugBank
Antileishmanial,,DrugBank
Orexin Receptor Antagonists,D000068796,DrugBank
PD-1/PD-L1 (Programmed cell death protein 1/death ligand 1) inhibitors,,DrugBank
PD-1/PDL-1 (Programmed cell death protein 1/death ligand 1) inhibitors,,DrugBank
Programmed Death Receptor-1 Blocking Antibody,,DrugBank
Programmed Death Receptor-1-directed Antibody Interactions,,DrugBank
Interleukin-6 Antagonist,,DrugBank
Gaucher Disease,D005776,DrugBank
Glucosylceramide Synthase Inhibitor,,DrugBank
Glucosylceramide Synthase Inhibitors,,DrugBank
Adipokines,D054392,DrugBank
Leptin Analog,,DrugBank
"Obesity, drug therapy",,DrugBank
Netupitant and prodrug,,DrugBank
Bispecific CD19-directed CD3-directed T Cell Engager,,DrugBank
CD19-directed Antibody Interactions,,DrugBank
Bruton's tyrosine kinase (BTK) inhibitors,,DrugBank
"Class Ia Phosphatidylinositol 3-Kinase, antagonists & inhibitors",,DrugBank
Phosphatidylinositol-3-kinase (Pi3K) inhibitors,,DrugBank
Peroxisome Proliferators,D020025,DrugBank
"Estrogens, Antiestrogens, and Estrogen Agonist-Antagonists",,DrugBank
"Receptors, Melatonin, agonists",,DrugBank
Cyclin-dependent kinase (CDK) inhibitors,,DrugBank
MATE 2-K Inhibitors,,DrugBank
"Pulmonary Disease, Chronic Obstructive, drug therapy",,DrugBank
Glycolipid Disialoganglioside-directed Antibody,,DrugBank
Glycolipid Disialoganglioside-directed Antibody Interactions,,DrugBank
Benzoquinones,D016227,DrugBank
Hyperpolarization-activated Cyclic Nucleotide-gated Channel Antagonists,,DrugBank
Hyperpolarization-activated Cyclic Nucleotide-gated Channel Blocker,,DrugBank
Mouthwashes and Gargles,,DrugBank
"Somatostatin, agonists",,DrugBank
HIV Integrase,D019427,DrugBank
HCV Replication Complex Inhibitors,,DrugBank
Emollients Demulcents and Protectants,,DrugBank
Enzyme Replacement Therapy,D056947,DrugBank
"Hypophosphatasia, drug therapy",,DrugBank
Phosphoric Monoester Hydrolases,D010744,DrugBank
Tissue-nonspecific Alkaline Phosphatase,,DrugBank
Blood and Related Products,,DrugBank
Blood Substitutes,D001802,DrugBank
Blood Substitutes and Plasma Protein Fractions,,DrugBank
Dietary Carbohydrates,D004040,DrugBank
Increased Intravascular Volume,,DrugBank
Plasma Substitutes,D010952,DrugBank
Acetaldehyde,D000079,DrugBank
Eslicarbazepine and prodrugs,,DrugBank
Alkynes,D000480,DrugBank
Alkalinizing Activity,,DrugBank
Citric Acid Derivatives,,DrugBank
Metabolic Alkalinizer,,DrugBank
Copper-containing Intrauterine Device,,DrugBank
Decreased Embryonic Implantation,,DrugBank
Decreased Sperm Motility,,DrugBank
Hepatic and Reticulo Endothelial System,,DrugBank
Skeleton,D012863,DrugBank
Cholecystokinin Analog,,DrugBank
Gallbladder Function,,DrugBank
"Iron Trivalent, Oral Preparations",,DrugBank
Fluorine Radioisotopes,D005462,DrugBank
Positron Emitting Activity,,DrugBank
Diluents,,DrugBank
Sodium,D012964,DrugBank
Organotechnetium Compounds,D015609,DrugBank
Diphosphates,D011756,DrugBank
Technetium Compounds,D017556,DrugBank
Dibenzothiepins,D003988,DrugBank
Hepatitis C Virus Non-Nucleoside NS5B Palm Polymerase Inhibitor,,DrugBank
Histamine H3 Antagonists,D054828,DrugBank
Methylamines,D008744,DrugBank
"Migraine Disorders, drug therapy",,DrugBank
Fibrinogen,D005340,DrugBank
Azetidines,D001384,DrugBank
Potassium Ion Binding Activity,,DrugBank
Humanized Monoclonal Antibody Fragment,,DrugBank
Glucagon-Like Peptide Receptors,D000067756,DrugBank
"Receptors, G-Protein-Coupled",D043562,DrugBank
"Receptors, Gastrointestinal Hormone",D011964,DrugBank
"Receptors, Peptide",D018000,DrugBank
Electron Transport Chain Complex Proteins,D045222,DrugBank
Ubiquinone,D014451,DrugBank
mu-Opioid Receptor Agonist,,DrugBank
"Receptors, Opioid, delta, antagonists & inhibitors",,DrugBank
Malates,D008293,DrugBank
Thiomalates,D013870,DrugBank
Adsorption,D000327,DrugBank
Carbon,D002244,DrugBank
Charcoal Preparations,D002606,DrugBank
Oxadiazoles,D010069,DrugBank
Sydnones,D013558,DrugBank
Neprilysin Inhibitor,,DrugBank
Radioactive Therapeutic Agent,,DrugBank
Thyroid Diagnostic Radiopharmaceuticals,D013961,DrugBank
Flavonolignans,D044947,DrugBank
Liver Therapy,,DrugBank
"Liver Therapy, Lipotropics",,DrugBank
"Hypercholesterolemia, drug therapy",,DrugBank
PCSK9 Inhibitor,D000091362,DrugBank
Proprotein Convertase Subtilisin Kexin Type 9 (PCSK9) Inhibitors,,DrugBank
Bulk-Forming Laxatives,,DrugBank
"Resins, Synthetic",D012117,DrugBank
Basic Powders and Demulcents,,DrugBank
Astringents,D001252,DrugBank
Caries Prophylactic Agents,,DrugBank
Cariostatic Agents,D002327,DrugBank
Fluorides,D005459,DrugBank
Fluorine Compounds,D017611,DrugBank
CD38 (Clusters of Differentiation 38) inhibitors,,DrugBank
CD38-directed Antibody Interactions,,DrugBank
CD38-directed Cytolytic Antibody,,DrugBank
Alkylmercury Compounds,D000479,DrugBank
Mercurial Diuretics,,DrugBank
Organomercury Compounds,D009941,DrugBank
Thymidine Phosphorylase Inhibitor,,DrugBank
Cariogenic Agents,D002326,DrugBank
Wound Healing,D014945,DrugBank
Cardiac Function,,DrugBank
Liver Function,,DrugBank
"Acid Etching, Dental",D000134,DrugBank
Dental Materials,D003764,DrugBank
Perchlorates,D010472,DrugBank
Tests for Thyreoidea Function,,DrugBank
Thyrotropin-Releasing Hormone,D013973,DrugBank
"Fats, Unsaturated",D005224,DrugBank
Lipid Emulsion,,DrugBank
Plant Oils,D010938,DrugBank
Drugs for Treatment of Hypercalcemia,,DrugBank
Increased IgG Production,,DrugBank
Non-Standardized Chemical Allergen,,DrugBank
Bleaching Agents,D057886,DrugBank
Hygroscopic Agents,D058427,DrugBank
Oxidants,D016877,DrugBank
Toothpastes,D014100,DrugBank
Emollients and Protectives,,DrugBank
Protectives Against UV-Radiation,,DrugBank
Protectives Against UV-Radiation for Topical Use,,DrugBank
Deoxy Sugars,D003837,DrugBank
Deoxyglucose,D003847,DrugBank
Colloids,D003102,DrugBank
Magnetic Iron Oxide Nanoparticles,D000082662,DrugBank
Metal Nanoparticles,D053768,DrugBank
Nanoparticles,D053758,DrugBank
Nanostructures,D049329,DrugBank
Organosilicon Compounds,D017646,DrugBank
