umls_cui,name,meddra_type,source
C0239739,Gingival pain,LLT,SIDER
C0239978,Frequent bowel movements,LLT,SIDER
C0240515,Nipple pain,LLT,SIDER
C0240811,Prostate infection,LLT,SIDER
C0241060,Dermal cyst,LLT,SIDER
C0241934,Hypomania,LLT,SIDER
C0242073,Pulmonary congestion,LLT,SIDER
C0242350,Erectile dysfunction,LLT,SIDER
C0242422,Parkinsonism,LLT,SIDER
C0260662,Auditory disorder NOS,LLT,SIDER
C0264309,Vocal cord disorder,LLT,SIDER
C0272426,Mouth injury,LLT,SIDER
C0273482,Nerve compression,LLT,SIDER
C0277925,Peripheral coldness,LLT,SIDER
C0278107,Painful ejaculation,LLT,SIDER
C0314719,Dry eye,LLT,SIDER
C0338831,Mania,LLT,SIDER
C0339916,Viral upper respiratory tract infection,LLT,SIDER
C0340464,Extrasystoles,LLT,SIDER
C0344315,Depressed mood,LLT,SIDER
C0349506,Photosensitivity,LLT,SIDER
C0392156,Akathisia,LLT,SIDER
C0392176,Gastric irritation,LLT,SIDER
C0392703,Shakiness,LLT,SIDER
C0393760,Initial insomnia,LLT,SIDER
C0393761,Middle insomnia,LLT,SIDER
C0409497,Joint injury,LLT,SIDER
C0423798,Increased tendency to bruise,LLT,SIDER
C0424000,Suicidal ideation,LLT,SIDER
C0425481,Respiratory sighs,LLT,SIDER
C0426636,Defaecation urgency,LLT,SIDER
C0434437,Joint sprain,LLT,SIDER
C0435630,Wrist fracture,LLT,SIDER
C0455769,Energy increased,LLT,SIDER
C0474378,Hair colour changes,LLT,SIDER
C0475858,Pruritus generalised,LLT,SIDER
C0476254,Dyslexia,LLT,SIDER
C0476280,Musculoskeletal chest pain,LLT,SIDER
C0497156,Lymphadenopathy,LLT,SIDER
C0497209,Conjunctivitis infective,LLT,SIDER
C0520594,Breast microcalcification,LLT,SIDER
C0520966,Coordination abnormal,LLT,SIDER
C0521591,Paraesthesia oral,LLT,SIDER
C0521592,Hypoaesthesia oral,LLT,SIDER
C0521839,Influenza like illness,LLT,SIDER
C0521991,Stress symptoms,LLT,SIDER
C0522178,Self-injurious ideation,LLT,SIDER
C0522251,Sinus pain,LLT,SIDER
C0541798,Terminal insomnia,LLT,SIDER
C0542165,Pseudoparkinsonism,LLT,SIDER
C0542571,Face oedema,LLT,SIDER
C0547030,Visual disturbance,LLT,SIDER
C0549249,Depressed level of consciousness,LLT,SIDER
C0549310,Vaginal mycosis,LLT,SIDER
C0549622,Sexual dysfunction,LLT,SIDER
C0555724,Lip dry,LLT,SIDER
C0558401,Skin laceration,LLT,SIDER
C0558489,Renal pain,LLT,SIDER
C0563238,Gastritis viral,LLT,SIDER
C0574067,Cough increased,LLT,SIDER
C0577628,Latex allergy,LLT,SIDER
C0578687,Sore eye,LLT,SIDER
C0581912,Sensation of heaviness,LLT,SIDER
C0686347,Tardive dyskinesia,LLT,SIDER
C0687713,Gastrointestinal pain,LLT,SIDER
C0699744,Ear infection,LLT,SIDER
C0700184,Throat irritation,LLT,SIDER
C0702166,Acne,LLT,SIDER
C0743668,Limb injury,LLT,SIDER
C0851354,Ear and labyrinth disorders,,SIDER
C0851578,Sleep disorder,LLT,SIDER
C0852733,Completed suicide,LLT,SIDER
C0852919,Animal scratch,LLT,SIDER
C0853348,Arthropod bite,LLT,SIDER
C0855235,Feelings of worthlessness,LLT,SIDER
C0855237,Social avoidant behaviour,LLT,SIDER
C0855242,Disturbance in sexual arousal,LLT,SIDER
C0858635,Pharyngolaryngeal pain,LLT,SIDER
C0877046,Tooth infection,LLT,SIDER
C0877179,Injection site joint pain,LLT,SIDER
C0877303,Post procedural pain,LLT,SIDER
C0877322,Muscle tightness,LLT,SIDER
C0877508,Irritation gum,LLT,SIDER
C0878773,Hypertonic bladder,LLT,SIDER
C0917799,Hypersomnia,LLT,SIDER
C0948349,Respiratory tract congestion,LLT,SIDER
C0948525,Musculoskeletal stiffness,LLT,SIDER
C1112537,Neurological examination abnormal,LLT,SIDER
C1167677,Infrequent bowel movements,LLT,SIDER
C1260880,Rhinorrhoea,LLT,SIDER
C1328308,Increased upper airway secretion,LLT,SIDER
C1384606,Dyspareunia,LLT,SIDER
C1443060,Feeling abnormal,LLT,SIDER
C1456784,Paranoia,LLT,SIDER
C1510410,Parosmia,LLT,SIDER
C1542178,Lower limb fracture,LLT,SIDER
C1579838,Sore mouth,LLT,SIDER
C1971624,Appetite absent,LLT,SIDER
C2129214,Loose stools,LLT,SIDER
C2584688,Testicular swelling,LLT,SIDER
C2939147,Feeling hot,LLT,SIDER
C2979982,Vaginal haemorrhage,LLT,SIDER
C0000768,Congenital anomaly,LLT,SIDER
C0004623,Bacterial infection,LLT,SIDER
C0005741,Blepharitis,LLT,SIDER
C0005778,Clotting,LLT,SIDER
C0005940,Bone disorder,LLT,SIDER
C0006152,Breast swelling,LLT,SIDER
C0006826,Neoplasm malignant,LLT,SIDER
C0006840,Candida infection,LLT,SIDER
C0006852,Vaginal moniliasis,LLT,SIDER
C0007787,Transient ischaemic attack,LLT,SIDER
C0007820,Cerebrovascular disorder,LLT,SIDER
C0007855,Cervical polyp,LLT,SIDER
C0007869,Uterine cervical erosion,LLT,SIDER
C0008325,Cholecystitis,LLT,SIDER
C0008350,Cholelithiasis,LLT,SIDER
C0008489,Chorea,LLT,SIDER
C0009443,Common cold,LLT,SIDER
C0010072,Coronary artery thrombosis,LLT,SIDER
C0011616,Dermatitis contact,LLT,SIDER
C0012813,Diverticulitis,LLT,SIDER
C0013447,Ear disorder,LLT,SIDER
C0013922,Embolism,LLT,SIDER
C0013985,Emotional disturbance NOS,LLT,SIDER
C0014173,Endometrial hyperplasia,LLT,SIDER
C0014175,Endometriosis,LLT,SIDER
C0014544,Epilepsy,LLT,SIDER
C0014743,Erythema nodosum,LLT,SIDER
C0015403,Eye infection,LLT,SIDER
C0015929,Foetal disorder,LLT,SIDER
C0016034,Fibrocystic breast disease,LLT,SIDER
C0016977,Gallbladder disorder,LLT,SIDER
C0018021,Goitre,LLT,SIDER
C0018916,Haemangioma,LLT,SIDER
C0018989,Hemiparesis,LLT,SIDER
C0019079,Haemoptysis,LLT,SIDER
C0019112,Haemorrhoids,LLT,SIDER
C0019243,Hereditary angioedema,LLT,SIDER
C0019348,Herpes simplex,LLT,SIDER
C0020488,Hypernatraemia,LLT,SIDER
C0020598,Hypocalcaemia,LLT,SIDER
C0021167,Incontinence,LLT,SIDER
C0021843,Intestinal obstruction,LLT,SIDER
C0022354,Jaundice cholestatic,LLT,SIDER
C0022408,Arthropathy,LLT,SIDER
C0023533,Leukorrhea,LLT,SIDER
C0023903,Hepatic neoplasm,LLT,SIDER
C0024103,Breast mass,LLT,SIDER
C0024902,Breast pain,LLT,SIDER
C0025218,Chloasma,LLT,SIDER
C0025286,Meningioma,LLT,SIDER
C0025323,Menorrhagia,LLT,SIDER
C0027339,Nail disorder,LLT,SIDER
C0029134,Optic neuritis,LLT,SIDER
C0029408,Osteoarthritis,LLT,SIDER
C0029882,Otitis media,LLT,SIDER
C0032708,Porphyrin metabolism disorder,LLT,SIDER
C0033775,Anal pruritus,LLT,SIDER
C0033777,Pruritus genital,LLT,SIDER
C0034150,Purpura,LLT,SIDER
C0035328,Retinal vein occlusion,LLT,SIDER
C0037290,Pigmentation skin,LLT,SIDER
C0040038,Thromboembolism,LLT,SIDER
C0040046,Thrombophlebitis,LLT,SIDER
C0040053,Thrombosis,LLT,SIDER
C0041582,Ulcer,LLT,SIDER
C0042133,Uterine leiomyoma,LLT,SIDER
C0042134,Uterine haemorrhage,LLT,SIDER
C0042251,Vaginal disorder,LLT,SIDER
C0042256,Vaginal itching,LLT,SIDER
C0042345,Varicose vein,LLT,SIDER
C0042769,Viral infection,LLT,SIDER
C0042790,Disorder sight,LLT,SIDER
C0042994,Vulval disorder,LLT,SIDER
C0042998,Vulvovaginitis,LLT,SIDER
C0085688,Breast engorgement,LLT,SIDER
C0149741,Breast discharge,LLT,SIDER
C0149871,Deep vein thrombosis,LLT,SIDER
C0151622,Endometrial disorder,LLT,SIDER
C0151671,Glucose tolerance decreased,LLT,SIDER
C0151717,Skin hypertrophy,LLT,SIDER
C0151766,Liver function test abnormal,LLT,SIDER
C0151825,Bone pain,LLT,SIDER
C0151849,Phosphatase alkaline increased,LLT,SIDER
C0151905,Alanine aminotransferase increased,LLT,SIDER
C0151994,Uterine enlargement,LLT,SIDER
C0152010,Withdrawal bleed,LLT,SIDER
C0153567,Uterine cancer,LLT,SIDER
C0154002,Benign vaginal neoplasm,LLT,SIDER
C0162285,Eyelid oedema,LLT,SIDER
C0162566,Porphyria cutanea tarda,LLT,SIDER
C0162820,Allergic contact dermatitis,LLT,SIDER
C0178829,Reproductive tract disorder,LLT,SIDER
C0221717,Contact lens intolerance,LLT,SIDER
C0227791,Vaginal discharge,LLT,SIDER
C0234233,Tenderness,LLT,SIDER
C0234238,Ache,LLT,SIDER
C0234518,Slurred speech,LLT,SIDER
C0235234,Dry throat,LLT,SIDER
C0235511,Superficial phlebothrombosis,LLT,SIDER
C0235524,Vein pain,LLT,SIDER
C0235649,Breast oedema,LLT,SIDER
C0235660,Galactorrhoea,LLT,SIDER
C0235680,Vaginitis ulcerative,LLT,SIDER
C0235886,Leg edema,LLT,SIDER
C0235889,Arthritis aggravated,LLT,SIDER
C0235890,Migraine aggravated,LLT,SIDER
C0235955,Dermatitis hemorrhagic,LLT,SIDER
C0236075,Menopausal symptoms,LLT,SIDER
C0236080,Vaginal discomfort,LLT,SIDER
C0239521,Facial rash,LLT,SIDER
C0241164,Skin tenderness,LLT,SIDER
C0241729,Weight fluctuation,LLT,SIDER
C0265057,Superficial thrombophlebitis of leg,LLT,SIDER
C0266008,Breast malformation,LLT,SIDER
C0267792,Hepatobiliary disease,LLT,SIDER
C0267797,Hepatitis acute,LLT,SIDER
C0268000,Fluid retention,LLT,SIDER
C0269189,Ectropion of cervix,LLT,SIDER
C0271650,Glucose tolerance impaired,LLT,SIDER
C0302295,Eruption,LLT,SIDER
C0332563,Papule,LLT,SIDER
C0334492,Malignant mesenchymoma,LLT,SIDER
C0340726,Embolism venous,LLT,SIDER
C0343863,Genital candidiasis,LLT,SIDER
C0349790,Exacerbation of asthma,LLT,SIDER
C0392684,Pulse irregular,LLT,SIDER
C0427085,Jerky movement NOS,LLT,SIDER
C0456909,Blindness,LLT,SIDER
C0476089,Endometrial cancer,LLT,SIDER
C0497327,Dementia,LLT,SIDER
C0497365,Rash generalised,LLT,SIDER
C0520587,Vulvovaginal discomfort,LLT,SIDER
C0520893,Localized exfoliation,LLT,SIDER
C0521490,Application site irritation,LLT,SIDER
C0521495,Application site rash,LLT,SIDER
C0521987,Pre-existing disease,LLT,SIDER
C0541820,Carbohydrate tolerance decreased,LLT,SIDER
C0542223,Speech loss,LLT,SIDER
C0542243,Toxic reaction (NOS),LLT,SIDER
C0549288,Pelvic venous thrombosis,LLT,SIDER
C0553713,Breast pain female,LLT,SIDER
C0553737,Cervical discharge,LLT,SIDER
C0554976,Bradyphrenia,LLT,SIDER
C0566951,Vaginal ulceration,LLT,SIDER
C0567085,Uterine pain,LLT,SIDER
C0575081,Gait disturbance,LLT,SIDER
C0577559,Mass,LLT,SIDER
C0577730,Family stress,LLT,SIDER
C0600041,Bladder infection,LLT,SIDER
C0600327,Toxic shock syndrome,LLT,SIDER
C0849916,Generalised erythema,LLT,SIDER
C0853020,Blood oestrogen increased,LLT,SIDER
C0853074,Anxiety NEC,LLT,SIDER
C0853700,Application site erythema,LLT,SIDER
C0853879,Breast cancer invasive NOS,LLT,SIDER
C0877232,Peripheral swelling,LLT,SIDER
C0877338,Breast discomfort,LLT,SIDER
C0877359,Raised liver function tests,LLT,SIDER
C0919714,Retinal vascular thrombosis,LLT,SIDER
C0919907,Pleural infection,LLT,SIDER
C1112214,Vulvovaginal pruritus,LLT,SIDER
C1112353,Medical device complication,LLT,SIDER
C1140680,Ovarian cancer,LLT,SIDER
C1268766,Change in blood pressure,LLT,SIDER
C1291077,Abdominal bloating,LLT,SIDER
C1458155,Breast neoplasm,LLT,SIDER
C1609512,Vulvovaginal mycotic infection,LLT,SIDER
C2225524,Breast enlargement,LLT,SIDER
C2607896,Vulva discomfort,LLT,SIDER
C2609183,Abnormal withdrawal bleeding,LLT,SIDER
C2939186,Mood alteration NOS,LLT,SIDER
C2981158,Loss of libido,LLT,SIDER
C3495440,Bleeding breakthrough,LLT,SIDER
C0001122,Acidosis,LLT,SIDER
C0002962,Angina pectoris,LLT,SIDER
C0012797,Diuresis,LLT,SIDER
C0024115,Lung disorder,LLT,SIDER
C0006285,Bronchopneumonia,LLT,SIDER
C0006849,Oral candidiasis,LLT,SIDER
C0011849,Diabetes mellitus,LLT,SIDER
C0016927,Gagging,LLT,SIDER
C0017672,Glossodynia,LLT,SIDER
C0020625,Hyponatraemia,LLT,SIDER
C0027720,Nephrosis,LLT,SIDER
C0038160,Staphylococcal infection,LLT,SIDER
C0042487,Venous thrombosis,LLT,SIDER
C0151799,Skin necrosis,LLT,SIDER
C0221150,Odynophagia,LLT,SIDER
C0232602,Retching,LLT,SIDER
C0235874,Condition aggravated,LLT,SIDER
C0239134,Productive cough,LLT,SIDER
C0239377,Pain in arm,LLT,SIDER
C0242429,Throat sore,LLT,SIDER
C0520837,Forced expiratory volume decreased,LLT,SIDER
C0546884,Hypovolaemia,LLT,SIDER
C0555358,Morbid thoughts,LLT,SIDER
C0600260,Obstructive airways disorder,LLT,SIDER
C0852911,Blood alkaline phosphatase increased,LLT,SIDER
C0853960,Bacterial disease carrier,LLT,SIDER
C0854425,Sputum discoloured,LLT,SIDER
C0860434,Fluid and electrolyte imbalance,LLT,SIDER
C0876973,Lung infection,LLT,SIDER
C0877134,Hernia pain,LLT,SIDER
C1096732,Fungus sputum test positive,LLT,SIDER
C1527344,Dysphonia,LLT,SIDER
C1740793,Post-tussive vomiting,LLT,SIDER
C1961112,Decompensation cardiac,LLT,SIDER
C0005779,Coagulopathy,LLT,SIDER
C0026848,Myopathy,LLT,SIDER
C0027121,Myositis,LLT,SIDER
C0151539,Blood urea increased,LLT,SIDER
C0151576,Creatine phosphokinase increased,LLT,SIDER
C0235490,Peripheral ischaemia,LLT,SIDER
C3257803,Tearing eyes,LLT,SIDER
C0014745,Palmar erythema,LLT,SIDER
C0035508,Rhonchi,LLT,SIDER
C0038450,Stridor,LLT,SIDER
C0239488,Erythema facial,LLT,SIDER
C0392162,Sticky skin,LLT,SIDER
C0002888,Anaemia megaloblastic,LLT,SIDER
C0003708,Arachnoiditis,LLT,SIDER
C0007760,Cerebellar syndrome,LLT,SIDER
C0016689,Ephelides,LLT,SIDER
C0018378,Guillain-Barre syndrome,LLT,SIDER
C0018800,Cardiomegaly,LLT,SIDER
C0018991,Hemiplegia,LLT,SIDER
C0020255,Hydrocephalus,LLT,SIDER
C0020964,Immune status,LLT,SIDER
C0021831,Unspecified disorder of intestine,LLT,SIDER
C0022568,Keratitis,LLT,SIDER
C0022660,Renal failure acute,LLT,SIDER
C0023885,Liver abscess,LLT,SIDER
C0025287,Meningism,LLT,SIDER
C0025289,Meningitis,LLT,SIDER
C0027947,Neutropenia,LLT,SIDER
C0030486,Paraplegia,LLT,SIDER
C0031046,Pericarditis,LLT,SIDER
C0031117,Neuropathy peripheral,LLT,SIDER
C0032266,Pneumatosis cystoides intestinalis,LLT,SIDER
C0034933,Reflexes abnormal,LLT,SIDER
C0035222,Acute respiratory distress syndrome,LLT,SIDER
C0037771,Spastic paraparesis,LLT,SIDER
C0037928,Spinal cord disorder,LLT,SIDER
C0041364,Tumour lysis syndrome,LLT,SIDER
C0041956,Ureteric obstruction,LLT,SIDER
C0079744,Diffuse large B-cell lymphoma,LLT,SIDER
C0085625,Hypoalgesia,LLT,SIDER
C0150450,Altered state of consciousness,LLT,SIDER
C0151311,Cranial nerve paralysis,LLT,SIDER
C0151313,Peripheral sensory neuropathy,LLT,SIDER
C0151479,Amylase increased,LLT,SIDER
C0151970,Oesophageal ulcer,LLT,SIDER
C0160390,Liver injury,LLT,SIDER
C0178238,Intestinal infections,,SIDER
C0206061,Interstitial pneumonia,LLT,SIDER
C0235032,Neurotoxicity,LLT,SIDER
C0237849,Skin exfoliation,LLT,SIDER
C0238634,Anal inflammation,LLT,SIDER
C0240735,Personality change,LLT,SIDER
C0262405,Cerebral dysfunction,LLT,SIDER
C0270612,Leukoencephalopathy,LLT,SIDER
C0270716,Hydrocephalus acquired,LLT,SIDER
C0311468,Blood bilirubin increased,LLT,SIDER
C0333355,Mucosal inflammation,LLT,SIDER
C0338656,Cognitive impairment,LLT,SIDER
C0343084,Capillary leak syndrome,LLT,SIDER
C0392548,Cauda equina syndrome,LLT,SIDER
C0423153,Lacrimation,LLT,SIDER
C0423602,Sensation of foreign body,LLT,SIDER
C0438717,Transaminases increased,LLT,SIDER
C0521654,Neurological impairment,LLT,SIDER
C0549475,Lipase increased,LLT,SIDER
C0600228,Cardio-respiratory arrest,LLT,SIDER
C0700292,Hypoxemia,LLT,SIDER
C0729584,Infectious meningitis,LLT,SIDER
C0740394,Hyperuricaemia,LLT,SIDER
C0751295,Memory loss,LLT,SIDER
C0847033,Allergic oedema,LLT,SIDER
C0854467,Myelosuppression,LLT,SIDER
C0876994,Cardiotoxicity,LLT,SIDER
C0878544,Cardiomyopathy,LLT,SIDER
C0919924,Pulmonary toxicity,LLT,SIDER
C0948441,Venoocclusive disease,LLT,SIDER
C0948692,Necrotising colitis,LLT,SIDER
C1258215,Ileus,LLT,SIDER
C1262036,Ocular toxicity,LLT,SIDER
C1287298,Urine output,LLT,SIDER
C1318520,Vasculitis necrotising,LLT,SIDER
C1963775,Cytarabine syndrome,LLT,SIDER
C2243080,Intestinal necrosis,LLT,SIDER
C3160947,CNS toxicity,LLT,SIDER
C3241936,Non-cardiogenic pulmonary oedema,LLT,SIDER
C0403639,Chemical cystitis,LLT,SIDER
C0017086,Gangrene,LLT,SIDER
C0031924,Piloerection,LLT,SIDER
C0235532,Cyanosis peripheral,LLT,SIDER
C0242528,Azotaemia,LLT,SIDER
C0425945,Prolonged menses,LLT,SIDER
C0429097,QRS complex,LLT,SIDER
C0012254,Digitalis toxicity,LLT,SIDER
C0036104,Salivation,LLT,SIDER
C0085584,Encephalopathy,LLT,SIDER
C0155003,Blindness transient,LLT,SIDER
C0220994,Hyperammonaemia,LLT,SIDER
C0267994,"Disorders of fluid, electrolyte and acid-base balance",LLT,SIDER
C0014457,Eosinophilia,LLT,SIDER
C0020676,Hypothyroidism,LLT,SIDER
C0085654,Injection site granuloma,LLT,SIDER
C0151649,Injection site fibrosis,LLT,SIDER
C0221232,Welts,LLT,SIDER
C0392196,Injection site urticaria,LLT,SIDER
C0521505,Injection site dermatitis,LLT,SIDER
C0852625,Injection site erythema,LLT,SIDER
C0018794,Block heart,LLT,SIDER
C0035232,Respiratory paralysis,LLT,SIDER
C0085620,Paralysis flaccid,LLT,SIDER
C0234146,Areflexia,LLT,SIDER
C0239385,Paresthesia of limbs,LLT,SIDER
C0728899,Intoxication,LLT,SIDER
C1112525,Gastrointestinal ulcer haemorrhage,LLT,SIDER
C2697368,Gastrointestinal tract irritation,LLT,SIDER
C0001925,Albuminuria,LLT,SIDER
C0024523,Malabsorption,LLT,SIDER
C0025281,Meniere's disease,LLT,SIDER
C0028738,Nystagmus,LLT,SIDER
C0028961,Oliguria,LLT,SIDER
C0235280,Ototoxicity,LLT,SIDER
C0522224,Paralysis,LLT,SIDER
C0595916,Nephropathy toxic,LLT,SIDER
C0599918,Nephrotoxicity,LLT,SIDER
C1320835,Drug fever,LLT,SIDER
C3495931,Vestibular toxicity,LLT,SIDER
C0001125,Lactic acidosis,LLT,SIDER
C0017105,Gas gangrene,LLT,SIDER
C0022116,Ischaemia,LLT,SIDER
C0022658,Nephropathy,LLT,SIDER
C0034642,Rales,LLT,SIDER
C0038525,Subarachnoid haemorrhage,LLT,SIDER
C0080203,Tachyarrhythmia,LLT,SIDER
C0277941,Blanching of skin,LLT,SIDER
C0597457,Skeletal injury,LLT,SIDER
C0812387,Coldness,LLT,SIDER
C0857121,Hypertensive,LLT,SIDER
C0857245,Redness of face,LLT,SIDER
C1565489,Renal impairment,LLT,SIDER
C1735322,Injection site pallor,LLT,SIDER
C1737214,Injection site injury,LLT,SIDER
C3267019,Central nervous system haemorrhage,LLT,SIDER
C0007780,Cerebral artery embolism,LLT,SIDER
C0008301,Choking,LLT,SIDER
C0010278,Craniosynostosis,LLT,SIDER
C0018213,Basedow's disease,LLT,SIDER
C0021359,Infertility,LLT,SIDER
C0033845,Benign intracranial hypertension,LLT,SIDER
C0149887,Slipped femoral capital epiphysis,LLT,SIDER
C0231274,Heat intolerance,LLT,SIDER
C0235395,Fluid loss,LLT,SIDER
C0151559,CNS depression NOS,LLT,SIDER
C0033687,Proteinuria,LLT,SIDER
C0033860,Psoriasis,LLT,SIDER
C0035258,Restless legs syndrome,LLT,SIDER
C0038354,Gastric disorder,LLT,SIDER
C0159060,Abnormal bowel sounds,LLT,SIDER
C0234632,Visual acuity reduced,LLT,SIDER
C0235351,Tongue ulceration,LLT,SIDER
C0236065,Oedema mouth,LLT,SIDER
C0239816,Hand dermatitis,LLT,SIDER
C0262578,Night cramps,LLT,SIDER
C0438215,Laboratory test abnormal,LLT,SIDER
C0522351,Vertigo positional,LLT,SIDER
C0853945,Oral mucosal blistering,LLT,SIDER
C0860514,Dreamy state,LLT,SIDER
C0000889,Acanthosis nigricans,LLT,SIDER
C0008370,Cholestasis,LLT,SIDER
C0011630,Fungal skin infection,LLT,SIDER
C0015732,Faecal incontinence,LLT,SIDER
C0016867,Furunculosis,LLT,SIDER
C0017601,Glaucoma,LLT,SIDER
C0018099,Gout,LLT,SIDER
C0018834,Heartburn,LLT,SIDER
C0019209,Hepatomegaly,LLT,SIDER
C0019270,Hernia,LLT,SIDER
C0020459,Hyperinsulinism,LLT,SIDER
C0022593,Keratosis,LLT,SIDER
C0023052,Laryngeal oedema,LLT,SIDER
C0023066,Laryngospasm,LLT,SIDER
C0024440,Cystoid macular oedema,LLT,SIDER
C0030920,Peptic ulcer,LLT,SIDER
C0040409,Tongue disorder,LLT,SIDER
C0151603,Generalised oedema,LLT,SIDER
C0151691,High density lipoprotein decreased,LLT,SIDER
C0151785,Mucous membrane disorder,LLT,SIDER
C0151883,Vesiculobullous rash,LLT,SIDER
C0162834,Skin hyperpigmentation,LLT,SIDER
C0234193,Sensation of heat,LLT,SIDER
C0241057,Skin burning sensation,LLT,SIDER
C0271051,Macular oedema,LLT,SIDER
C0302314,Xanthoma,LLT,SIDER
C0524620,Metabolic syndrome,LLT,SIDER
C0549386,Sensation of warmth,LLT,SIDER
C0595877,Blood glucose increased,LLT,SIDER
C0857370,Generalized flushing,LLT,SIDER
C0870082,Hyperkeratosis,LLT,SIDER
C1963943,Atherothrombosis,LLT,SIDER
C0038363,Aphthous stomatitis,LLT,SIDER
C0005758,Blister,LLT,SIDER
C0019345,Herpes labialis,LLT,SIDER
C0019825,Hoarseness,LLT,SIDER
C0028043,Nicotine dependence,LLT,SIDER
C0038367,Ulcerative stomatitis,LLT,SIDER
C0038587,Withdrawal syndrome,LLT,SIDER
C0040128,Thyroid disorder,LLT,SIDER
C0162287,Abnormal faeces,LLT,SIDER
C0221423,Sickness,LLT,SIDER
C0234131,Motor dysfunction,LLT,SIDER
C0235966,Dreaming excessive,LLT,SIDER
C0238311,Nicotine poisoning,LLT,SIDER
C0240557,Nasal irritation,LLT,SIDER
C0264267,Nasal ulcer,LLT,SIDER
C0277794,Prostration,LLT,SIDER
C0399459,Oral discomfort,LLT,SIDER
C0439857,Dependence,LLT,SIDER
C0542203,Water retention,LLT,SIDER
C0853619,Local swelling,LLT,SIDER
C1167842,Tobacco withdrawal symptoms,LLT,SIDER
C0151795,Injection site necrosis,LLT,SIDER
C0151826,Retrosternal pain,LLT,SIDER
C0242151,Violent,LLT,SIDER
C1168188,Intermittent headache,LLT,SIDER
C0027709,Nephrocalcinosis,LLT,SIDER
C0029442,Osteomalacia,LLT,SIDER
C0151578,Creatinine increased,LLT,SIDER
C0151940,Hypocalcemic tetany,LLT,SIDER
C0221512,Stomach ache,LLT,SIDER
C0236024,Pharyngeal oedema,LLT,SIDER
C0574002,Foot edema,LLT,SIDER
C0575810,Hands weakness of,LLT,SIDER
C1720775,Renal tubular necrosis,LLT,SIDER
C2747793,Acute phosphate nephropathy,LLT,SIDER
C0001364,Acute yellow liver atrophy,LLT,SIDER
C0002896,Sideroblastic anaemia,LLT,SIDER
C0003868,Gouty arthritis,LLT,SIDER
C0014800,Hyperplasia erythroid,LLT,SIDER
C0027707,Nephritis interstitial,LLT,SIDER
C0151767,Liver tenderness,LLT,SIDER
C0151900,Serum iron increased,LLT,SIDER
C0162296,Polyarthralgia,LLT,SIDER
C2062908,Gout acute,LLT,SIDER
C0002878,Haemolytic anaemia,LLT,SIDER
C0018780,High frequency deafness,LLT,SIDER
C0024141,Systemic lupus erythematosus,LLT,SIDER
C0028077,Night blindness,LLT,SIDER
C0042164,Uveitis,LLT,SIDER
C0042384,Vasculitis,LLT,SIDER
C0086981,Syndrome sicca,LLT,SIDER
C0151555,Cinchonism,LLT,SIDER
C0235369,Hepatitis granulomatous,LLT,SIDER
C0262985,Dermatitis psoriasiform,LLT,SIDER
C0857305,Thrombocytopenic purpura,LLT,SIDER
C0917798,Cerebral ischaemia,LLT,SIDER
C1608945,Exfoliative rash,LLT,SIDER
C1695782,Cerebral hypoperfusion,LLT,SIDER
C0005681,Blackwater fever,LLT,SIDER
C0014518,Toxic epidermal necrolysis,LLT,SIDER
C0018772,Partial hearing loss,LLT,SIDER
C0019048,Haemoglobinuria,LLT,SIDER
C0019054,Haemolysis,LLT,SIDER
C0019061,Haemolytic uraemic syndrome,LLT,SIDER
C0023646,Lichen planus,LLT,SIDER
C0026896,Myasthenia gravis,LLT,SIDER
C0029124,Optic atrophy,LLT,SIDER
C0031256,Petechiae,LLT,SIDER
C0034155,Thrombotic thrombocytopenic purpura,LLT,SIDER
C0041948,Uremia,LLT,SIDER
C0043117,Idiopathic thrombocytopenic purpura,LLT,SIDER
C0085932,Dermatitis bullous,LLT,SIDER
C0149937,Acute interstitial nephritis,LLT,SIDER
C0155002,Sudden visual loss,LLT,SIDER
C0221242,Fixed drug eruption,LLT,SIDER
C0232333,Electrocardiogram U wave present,LLT,SIDER
C0232493,Epigastric pain,LLT,SIDER
C0233571,Excitement,LLT,SIDER
C0235095,Visual field constriction,LLT,SIDER
C0262988,Cutaneous vasculitis,LLT,SIDER
C0278061,Mental state abnormal,LLT,SIDER
C0302810,Uraemic syndrome,LLT,SIDER
C0409974,Lupus erythematosus,LLT,SIDER
C0541919,Dystonic reaction,LLT,SIDER
C0858277,Angina symptom,LLT,SIDER
C0919715,Lupus-like syndrome,LLT,SIDER
C1879328,"Blindness, both eyes",LLT,SIDER
C3203356,Hypoprothrombinaemia,LLT,SIDER
C0037929,Spinal cord injury,LLT,SIDER
C0038395,Streptococcal infection,LLT,SIDER
C0677483,Carcinoma testes,LLT,SIDER
C0751436,Tetrahydrobiopterin deficiency,LLT,SIDER
C0919874,Post procedural haemorrhage,LLT,SIDER
C0221727,Oesophageal pain,LLT,SIDER
C2363731,Oropharyngeal pain,LLT,SIDER
C0332534,Induration,LLT,SIDER
C0344329,Collapse,LLT,SIDER
C0040517,Tourette's disorder,LLT,SIDER
C0338614,Psychotic episode,LLT,SIDER
C0002063,Alkalosis,LLT,SIDER
C0003507,Aortic valve stenosis,LLT,SIDER
C0006147,Breast feeding,LLT,SIDER
C0006384,Bundle branch block,LLT,SIDER
C0007097,Carcinoma,LLT,SIDER
C0009324,Colitis ulcerative,LLT,SIDER
